year,race,driver,team,lap_number,stint,compound_before,compound_after,pit_in_time
2024,Miami Grand Prix,HUL,Haas F1 Team,13.0,2.0,MEDIUM,HARD,0 days 01:16:35.395000
2024,Miami Grand Prix,HUL,Haas F1 Team,29.0,3.0,HARD,MEDIUM,0 days 01:42:56.114000
2024,Miami Grand Prix,RIC,RB,29.0,2.0,HARD,MEDIUM,0 days 01:42:48.330000
2024,Miami Grand Prix,OCO,Alpine,23.0,2.0,MEDIUM,HARD,0 days 01:32:25.202000
2024,Miami Grand Prix,NOR,McLaren,30.0,2.0,MEDIUM,HARD,0 days 01:43:58.964000
2024,Miami Grand Prix,HAM,Mercedes,27.0,2.0,HARD,MEDIUM,0 days 01:38:34.350000
2024,Miami Grand Prix,SAI,Ferrari,28.0,2.0,MEDIUM,HARD,0 days 01:39:55.690000
2024,Miami Grand Prix,RUS,Mercedes,25.0,2.0,MEDIUM,HARD,0 days 01:35:31.492000
2024,Miami Grand Prix,BOT,Kick Sauber,12.0,2.0,SOFT,HARD,0 days 01:15:09.812000
2024,Miami Grand Prix,BOT,Kick Sauber,30.0,3.0,HARD,MEDIUM,0 days 01:44:58.911000
2024,Miami Grand Prix,PIA,McLaren,28.0,2.0,MEDIUM,HARD,0 days 01:39:51.903000
2024,Miami Grand Prix,PIA,McLaren,41.0,3.0,HARD,MEDIUM,0 days 02:02:53.628000
2024,Emilia Romagna Grand Prix,VER,Red Bull Racing,25.0,2.0,MEDIUM,HARD,0 days 01:29:54.629000
2024,Emilia Romagna Grand Prix,NOR,McLaren,23.0,2.0,MEDIUM,HARD,0 days 01:27:18.367000
2024,Emilia Romagna Grand Prix,LEC,Ferrari,26.0,2.0,MEDIUM,HARD,0 days 01:31:25.622000
2024,Emilia Romagna Grand Prix,PIA,McLaren,24.0,2.0,MEDIUM,HARD,0 days 01:28:45.839000
2024,Emilia Romagna Grand Prix,SAI,Ferrari,28.0,2.0,MEDIUM,HARD,0 days 01:34:12.572000
2024,Emilia Romagna Grand Prix,HAM,Mercedes,28.0,2.0,MEDIUM,HARD,0 days 01:34:22.496000
2024,Emilia Romagna Grand Prix,RUS,Mercedes,22.0,2.0,MEDIUM,HARD,0 days 01:26:07.313000
2024,Emilia Romagna Grand Prix,RUS,Mercedes,53.0,3.0,HARD,MEDIUM,0 days 02:08:29.913000
2024,Emilia Romagna Grand Prix,PER,Red Bull Racing,38.0,2.0,HARD,MEDIUM,0 days 01:48:24.634000
2024,Emilia Romagna Grand Prix,STR,Aston Martin,38.0,2.0,MEDIUM,HARD,0 days 01:48:30.844000
2024,Emilia Romagna Grand Prix,TSU,RB,13.0,2.0,MEDIUM,HARD,0 days 01:13:58.055000
2024,Emilia Romagna Grand Prix,HUL,Haas F1 Team,14.0,2.0,MEDIUM,HARD,0 days 01:15:20.754000
2024,Emilia Romagna Grand Prix,MAG,Haas F1 Team,38.0,2.0,MEDIUM,HARD,0 days 01:48:47.084000
2024,Emilia Romagna Grand Prix,RIC,RB,12.0,2.0,MEDIUM,HARD,0 days 01:12:39.544000
2024,Emilia Romagna Grand Prix,OCO,Alpine,26.0,2.0,MEDIUM,HARD,0 days 01:32:07.186000
2024,Emilia Romagna Grand Prix,ZHO,Kick Sauber,34.0,2.0,HARD,MEDIUM,0 days 01:43:19.415000
2024,Emilia Romagna Grand Prix,GAS,Alpine,9.0,2.0,SOFT,HARD,0 days 01:08:36.460000
2024,Emilia Romagna Grand Prix,GAS,Alpine,31.0,3.0,HARD,MEDIUM,0 days 01:39:15.711000
2024,Emilia Romagna Grand Prix,SAR,Williams,32.0,2.0,HARD,MEDIUM,0 days 01:40:41.651000
2024,Emilia Romagna Grand Prix,BOT,Kick Sauber,9.0,2.0,MEDIUM,HARD,0 days 01:08:39.173000
2024,Emilia Romagna Grand Prix,ALO,Aston Martin,8.0,2.0,SOFT,HARD,0 days 01:07:19.552000
2024,Emilia Romagna Grand Prix,ALO,Aston Martin,41.0,3.0,HARD,MEDIUM,0 days 01:53:14.329000
2024,Emilia Romagna Grand Prix,ALO,Aston Martin,60.0,4.0,MEDIUM,SOFT,0 days 02:19:33.833000
2024,Emilia Romagna Grand Prix,ALB,Williams,9.0,2.0,MEDIUM,HARD,0 days 01:09:33.154000
2024,Emilia Romagna Grand Prix,ALB,Williams,10.0,3.0,HARD,MEDIUM,0 days 01:11:26.530000
2024,Emilia Romagna Grand Prix,ALB,Williams,24.0,4.0,MEDIUM,MEDIUM,0 days 01:31:11.932000
2024,Emilia Romagna Grand Prix,ALB,Williams,29.0,5.0,MEDIUM,MEDIUM,0 days 01:38:37.179000
2024,Monaco Grand Prix,LEC,Ferrari,2.0,2.0,MEDIUM,HARD,0 days 01:39:00.140000
2024,Monaco Grand Prix,PIA,McLaren,2.0,2.0,MEDIUM,HARD,0 days 01:39:00.824000
2024,Monaco Grand Prix,SAI,Ferrari,2.0,2.0,MEDIUM,HARD,0 days 01:39:01.338000
2024,Monaco Grand Prix,NOR,McLaren,2.0,2.0,MEDIUM,HARD,0 days 01:39:01.661000
2024,Monaco Grand Prix,RUS,Mercedes,2.0,2.0,HARD,MEDIUM,0 days 01:39:02.003000
2024,Monaco Grand Prix,VER,Red Bull Racing,2.0,2.0,HARD,MEDIUM,0 days 01:39:02.340000
2024,Monaco Grand Prix,VER,Red Bull Racing,53.0,3.0,MEDIUM,HARD,0 days 02:47:03.330000
2024,Monaco Grand Prix,HAM,Mercedes,2.0,2.0,HARD,MEDIUM,0 days 01:39:02.569000
2024,Monaco Grand Prix,HAM,Mercedes,52.0,3.0,MEDIUM,HARD,0 days 02:45:48.912000
2024,Monaco Grand Prix,TSU,RB,2.0,2.0,MEDIUM,HARD,0 days 01:39:02.839000
2024,Monaco Grand Prix,ALB,Williams,2.0,2.0,MEDIUM,HARD,0 days 01:39:03.025000
2024,Monaco Grand Prix,GAS,Alpine,2.0,2.0,HARD,MEDIUM,0 days 01:39:03.266000
2024,Monaco Grand Prix,ALO,Aston Martin,2.0,2.0,HARD,MEDIUM,0 days 01:39:03.708000
2024,Monaco Grand Prix,RIC,RB,2.0,2.0,MEDIUM,HARD,0 days 01:39:03.668000
2024,Monaco Grand Prix,BOT,Kick Sauber,2.0,2.0,HARD,MEDIUM,0 days 01:39:04.059000
2024,Monaco Grand Prix,BOT,Kick Sauber,16.0,3.0,MEDIUM,HARD,0 days 01:58:35.982000
2024,Monaco Grand Prix,STR,Aston Martin,2.0,2.0,HARD,MEDIUM,0 days 01:39:03.445000
2024,Monaco Grand Prix,STR,Aston Martin,43.0,3.0,MEDIUM,HARD,0 days 02:34:47.185000
2024,Monaco Grand Prix,STR,Aston Martin,49.0,4.0,HARD,SOFT,0 days 02:43:09.121000
2024,Monaco Grand Prix,SAR,Williams,2.0,2.0,HARD,HARD,0 days 01:39:04.046000
2024,Monaco Grand Prix,SAR,Williams,58.0,3.0,HARD,MEDIUM,0 days 02:55:22.249000
2024,Monaco Grand Prix,ZHO,Kick Sauber,2.0,2.0,MEDIUM,HARD,0 days 01:39:04.337000
2024,Monaco Grand Prix,ZHO,Kick Sauber,71.0,3.0,HARD,SOFT,0 days 03:12:48.585000
2024,Canadian Grand Prix,VER,Red Bull Racing,26.0,2.0,INTERMEDIATE,INTERMEDIATE,0 days 00:43:59.078000
2024,Canadian Grand Prix,VER,Red Bull Racing,46.0,3.0,INTERMEDIATE,MEDIUM,0 days 01:15:16.962000
2024,Canadian Grand Prix,GAS,Alpine,26.0,2.0,INTERMEDIATE,INTERMEDIATE,0 days 00:45:17.686000
2024,Canadian Grand Prix,GAS,Alpine,41.0,3.0,INTERMEDIATE,HARD,0 days 01:08:53.672000
2024,Canadian Grand Prix,PER,Red Bull Racing,26.0,2.0,INTERMEDIATE,INTERMEDIATE,0 days 00:45:28.069000
2024,Canadian Grand Prix,PER,Red Bull Racing,44.0,3.0,INTERMEDIATE,MEDIUM,0 days 01:13:04.291000
2024,Canadian Grand Prix,ALO,Aston Martin,26.0,2.0,INTERMEDIATE,INTERMEDIATE,0 days 00:44:31.116000
2024,Canadian Grand Prix,ALO,Aston Martin,45.0,3.0,INTERMEDIATE,HARD,0 days 01:14:14.380000
2024,Canadian Grand Prix,LEC,Ferrari,26.0,2.0,INTERMEDIATE,INTERMEDIATE,0 days 00:45:07.176000
2024,Canadian Grand Prix,LEC,Ferrari,29.0,3.0,INTERMEDIATE,HARD,0 days 00:50:51.126000
2024,Canadian Grand Prix,LEC,Ferrari,32.0,4.0,HARD,INTERMEDIATE,0 days 00:56:23.836000
2024,Canadian Grand Prix,STR,Aston Martin,26.0,2.0,INTERMEDIATE,INTERMEDIATE,0 days 00:44:57.211000
2024,Canadian Grand Prix,STR,Aston Martin,45.0,3.0,INTERMEDIATE,HARD,0 days 01:14:20.850000
2024,Canadian Grand Prix,MAG,Haas F1 Team,8.0,2.0,WET,INTERMEDIATE,0 days 00:17:27.225000
2024,Canadian Grand Prix,MAG,Haas F1 Team,26.0,3.0,INTERMEDIATE,INTERMEDIATE,0 days 00:45:16.584000
2024,Canadian Grand Prix,MAG,Haas F1 Team,42.0,4.0,INTERMEDIATE,MEDIUM,0 days 01:10:17.400000
2024,Canadian Grand Prix,MAG,Haas F1 Team,55.0,5.0,MEDIUM,MEDIUM,0 days 01:29:24.363000
2024,Canadian Grand Prix,TSU,RB,45.0,2.0,INTERMEDIATE,MEDIUM,0 days 01:14:17.977000
2024,Canadian Grand Prix,ALB,Williams,26.0,2.0,INTERMEDIATE,INTERMEDIATE,0 days 00:45:04.095000
2024,Canadian Grand Prix,ALB,Williams,45.0,3.0,INTERMEDIATE,MEDIUM,0 days 01:14:24.026000
2024,Canadian Grand Prix,ZHO,Kick Sauber,25.0,2.0,INTERMEDIATE,INTERMEDIATE,0 days 00:43:54.618000
2024,Canadian Grand Prix,ZHO,Kick Sauber,45.0,3.0,INTERMEDIATE,MEDIUM,0 days 01:15:37.490000
2024,Canadian Grand Prix,ZHO,Kick Sauber,53.0,4.0,MEDIUM,MEDIUM,0 days 01:28:25.685000
2024,Canadian Grand Prix,HUL,Haas F1 Team,13.0,2.0,WET,INTERMEDIATE,0 days 00:25:24.986000
2024,Canadian Grand Prix,HUL,Haas F1 Team,26.0,3.0,INTERMEDIATE,INTERMEDIATE,0 days 00:45:29.893000
2024,Canadian Grand Prix,HUL,Haas F1 Team,45.0,4.0,INTERMEDIATE,MEDIUM,0 days 01:14:32.031000
2024,Canadian Grand Prix,RIC,RB,27.0,2.0,INTERMEDIATE,INTERMEDIATE,0 days 00:46:45.041000
2024,Canadian Grand Prix,RIC,RB,44.0,3.0,INTERMEDIATE,MEDIUM,0 days 01:13:00.632000
2024,Canadian Grand Prix,OCO,Alpine,45.0,2.0,INTERMEDIATE,MEDIUM,0 days 01:14:22.842000
2024,Canadian Grand Prix,NOR,McLaren,27.0,2.0,INTERMEDIATE,INTERMEDIATE,0 days 00:46:12.244000
2024,Canadian Grand Prix,NOR,McLaren,48.0,3.0,INTERMEDIATE,MEDIUM,0 days 01:18:04.112000
2024,Canadian Grand Prix,HAM,Mercedes,26.0,2.0,INTERMEDIATE,INTERMEDIATE,0 days 00:44:25.281000
2024,Canadian Grand Prix,HAM,Mercedes,44.0,3.0,INTERMEDIATE,MEDIUM,0 days 01:12:37.435000
2024,Canadian Grand Prix,HAM,Mercedes,55.0,4.0,MEDIUM,HARD,0 days 01:28:33.201000
2024,Canadian Grand Prix,SAI,Ferrari,26.0,2.0,INTERMEDIATE,INTERMEDIATE,0 days 00:45:13.328000
2024,Canadian Grand Prix,SAI,Ferrari,44.0,3.0,INTERMEDIATE,MEDIUM,0 days 01:13:02.786000
2024,Canadian Grand Prix,RUS,Mercedes,26.0,2.0,INTERMEDIATE,INTERMEDIATE,0 days 00:44:01.175000
2024,Canadian Grand Prix,RUS,Mercedes,46.0,3.0,INTERMEDIATE,HARD,0 days 01:15:20.670000
2024,Canadian Grand Prix,RUS,Mercedes,55.0,4.0,HARD,MEDIUM,0 days 01:28:29.074000
2024,Canadian Grand Prix,BOT,Kick Sauber,43.0,2.0,INTERMEDIATE,MEDIUM,0 days 01:11:42.065000
2024,Canadian Grand Prix,PIA,McLaren,26.0,2.0,INTERMEDIATE,INTERMEDIATE,0 days 00:44:02.447000
2024,Canadian Grand Prix,PIA,McLaren,45.0,3.0,INTERMEDIATE,MEDIUM,0 days 01:13:58.639000
2024,Spanish Grand Prix,VER,Red Bull Racing,18.0,2.0,SOFT,MEDIUM,0 days 01:21:35.197000
2024,Spanish Grand Prix,VER,Red Bull Racing,45.0,3.0,MEDIUM,SOFT,0 days 01:57:52.630000
2024,Spanish Grand Prix,NOR,McLaren,24.0,2.0,SOFT,MEDIUM,0 days 01:29:44.968000
2024,Spanish Grand Prix,NOR,McLaren,48.0,3.0,MEDIUM,SOFT,0 days 02:01:54.626000
2024,Spanish Grand Prix,HAM,Mercedes,17.0,2.0,SOFT,MEDIUM,0 days 01:20:21.894000
2024,Spanish Grand Prix,HAM,Mercedes,44.0,3.0,MEDIUM,SOFT,0 days 01:56:43.561000
2024,Spanish Grand Prix,RUS,Mercedes,16.0,2.0,SOFT,MEDIUM,0 days 01:18:59.798000
2024,Spanish Grand Prix,RUS,Mercedes,37.0,3.0,MEDIUM,HARD,0 days 01:47:26.845000
2024,Spanish Grand Prix,LEC,Ferrari,25.0,2.0,SOFT,MEDIUM,0 days 01:31:13.599000
2024,Spanish Grand Prix,LEC,Ferrari,48.0,3.0,MEDIUM,SOFT,0 days 02:02:07.785000
2024,Spanish Grand Prix,SAI,Ferrari,16.0,2.0,SOFT,MEDIUM,0 days 01:19:00.868000
2024,Spanish Grand Prix,SAI,Ferrari,37.0,3.0,MEDIUM,HARD,0 days 01:47:29.904000
2024,Spanish Grand Prix,PIA,McLaren,22.0,2.0,SOFT,MEDIUM,0 days 01:27:19.884000
2024,Spanish Grand Prix,PIA,McLaren,47.0,3.0,MEDIUM,SOFT,0 days 02:01:01.087000
2024,Spanish Grand Prix,PER,Red Bull Racing,14.0,2.0,SOFT,SOFT,0 days 01:16:30.429000
2024,Spanish Grand Prix,PER,Red Bull Racing,32.0,3.0,SOFT,MEDIUM,0 days 01:41:05.969000
2024,Spanish Grand Prix,PER,Red Bull Racing,50.0,4.0,MEDIUM,SOFT,0 days 02:05:15.606000
2024,Spanish Grand Prix,GAS,Alpine,15.0,2.0,SOFT,MEDIUM,0 days 01:17:48.197000
2024,Spanish Grand Prix,GAS,Alpine,39.0,3.0,MEDIUM,HARD,0 days 01:50:29.739000
2024,Spanish Grand Prix,OCO,Alpine,14.0,2.0,SOFT,MEDIUM,0 days 01:16:27.604000
2024,Spanish Grand Prix,OCO,Alpine,38.0,3.0,MEDIUM,HARD,0 days 01:49:17.456000
2024,Spanish Grand Prix,HUL,Haas F1 Team,13.0,2.0,SOFT,MEDIUM,0 days 01:15:10.996000
2024,Spanish Grand Prix,HUL,Haas F1 Team,39.0,3.0,MEDIUM,HARD,0 days 01:50:43.151000
2024,Spanish Grand Prix,ALO,Aston Martin,20.0,2.0,SOFT,MEDIUM,0 days 01:24:50.093000
2024,Spanish Grand Prix,ALO,Aston Martin,46.0,3.0,MEDIUM,HARD,0 days 02:00:18.437000
2024,Spanish Grand Prix,ZHO,Kick Sauber,10.0,2.0,SOFT,MEDIUM,0 days 01:11:11.285000
2024,Spanish Grand Prix,ZHO,Kick Sauber,42.0,3.0,MEDIUM,HARD,0 days 01:54:59.133000
2024,Spanish Grand Prix,STR,Aston Martin,18.0,2.0,SOFT,MEDIUM,0 days 01:22:04.489000
2024,Spanish Grand Prix,STR,Aston Martin,38.0,3.0,MEDIUM,HARD,0 days 01:49:33.584000
2024,Spanish Grand Prix,RIC,RB,17.0,2.0,SOFT,MEDIUM,0 days 01:20:50.033000
2024,Spanish Grand Prix,RIC,RB,43.0,3.0,MEDIUM,HARD,0 days 01:56:28.894000
2024,Spanish Grand Prix,BOT,Kick Sauber,12.0,2.0,SOFT,SOFT,0 days 01:13:53.401000
2024,Spanish Grand Prix,BOT,Kick Sauber,29.0,3.0,SOFT,HARD,0 days 01:37:23.705000
2024,Spanish Grand Prix,MAG,Haas F1 Team,11.0,2.0,SOFT,MEDIUM,0 days 01:12:34.538000
2024,Spanish Grand Prix,MAG,Haas F1 Team,30.0,3.0,MEDIUM,HARD,0 days 01:38:55.862000
2024,Spanish Grand Prix,ALB,Williams,19.0,2.0,MEDIUM,SOFT,0 days 01:23:41.373000
2024,Spanish Grand Prix,ALB,Williams,44.0,3.0,SOFT,SOFT,0 days 01:57:57.125000
2024,Spanish Grand Prix,TSU,RB,10.0,2.0,SOFT,MEDIUM,0 days 01:11:13.429000
2024,Spanish Grand Prix,TSU,RB,28.0,3.0,MEDIUM,HARD,0 days 01:36:10.407000
2024,Spanish Grand Prix,TSU,RB,45.0,4.0,HARD,SOFT,0 days 01:59:32.868000
2024,Spanish Grand Prix,SAR,Williams,15.0,2.0,SOFT,MEDIUM,0 days 01:18:10.519000
2024,Spanish Grand Prix,SAR,Williams,35.0,3.0,MEDIUM,HARD,0 days 01:45:55.141000
2024,Austrian Grand Prix,RUS,Mercedes,23.0,2.0,MEDIUM,MEDIUM,0 days 01:23:09.003000
2024,Austrian Grand Prix,RUS,Mercedes,47.0,3.0,MEDIUM,HARD,0 days 01:51:40.308000
2024,Austrian Grand Prix,PIA,McLaren,26.0,2.0,MEDIUM,HARD,0 days 01:26:49.253000
2024,Austrian Grand Prix,PIA,McLaren,52.0,3.0,HARD,MEDIUM,0 days 01:57:38.807000
2024,Austrian Grand Prix,SAI,Ferrari,23.0,2.0,MEDIUM,HARD,0 days 01:23:11.713000
2024,Austrian Grand Prix,SAI,Ferrari,48.0,3.0,HARD,MEDIUM,0 days 01:52:54.318000
2024,Austrian Grand Prix,HAM,Mercedes,22.0,2.0,MEDIUM,HARD,0 days 01:22:03.181000
2024,Austrian Grand Prix,HAM,Mercedes,54.0,3.0,HARD,MEDIUM,0 days 02:00:11.771000
2024,Austrian Grand Prix,VER,Red Bull Racing,24.0,2.0,MEDIUM,HARD,0 days 01:24:10.076000
2024,Austrian Grand Prix,VER,Red Bull Racing,52.0,3.0,HARD,MEDIUM,0 days 01:57:18.055000
2024,Austrian Grand Prix,VER,Red Bull Racing,65.0,4.0,MEDIUM,SOFT,0 days 02:13:13.298000
2024,Austrian Grand Prix,HUL,Haas F1 Team,12.0,2.0,MEDIUM,HARD,0 days 01:10:14.698000
2024,Austrian Grand Prix,HUL,Haas F1 Team,40.0,3.0,HARD,HARD,0 days 01:43:56.382000
2024,Austrian Grand Prix,PER,Red Bull Racing,22.0,2.0,MEDIUM,HARD,0 days 01:22:10.594000
2024,Austrian Grand Prix,PER,Red Bull Racing,52.0,3.0,HARD,MEDIUM,0 days 01:58:10.330000
2024,Austrian Grand Prix,MAG,Haas F1 Team,11.0,2.0,MEDIUM,HARD,0 days 01:09:02.893000
2024,Austrian Grand Prix,MAG,Haas F1 Team,39.0,3.0,HARD,HARD,0 days 01:42:48.937000
2024,Austrian Grand Prix,RIC,RB,11.0,2.0,MEDIUM,HARD,0 days 01:09:04.605000
2024,Austrian Grand Prix,RIC,RB,38.0,3.0,HARD,HARD,0 days 01:41:39.130000
2024,Austrian Grand Prix,GAS,Alpine,21.0,2.0,MEDIUM,HARD,0 days 01:21:06.068000
2024,Austrian Grand Prix,GAS,Alpine,43.0,3.0,HARD,MEDIUM,0 days 01:47:40.034000
2024,Austrian Grand Prix,LEC,Ferrari,2.0,2.0,MEDIUM,HARD,0 days 00:58:32.179000
2024,Austrian Grand Prix,LEC,Ferrari,17.0,3.0,HARD,MEDIUM,0 days 01:16:39.897000
2024,Austrian Grand Prix,LEC,Ferrari,34.0,4.0,MEDIUM,MEDIUM,0 days 01:37:04.825000
2024,Austrian Grand Prix,LEC,Ferrari,52.0,5.0,MEDIUM,MEDIUM,0 days 01:58:32.090000
2024,Austrian Grand Prix,OCO,Alpine,20.0,2.0,MEDIUM,HARD,0 days 01:19:53.137000
2024,Austrian Grand Prix,OCO,Alpine,44.0,3.0,HARD,MEDIUM,0 days 01:48:52.017000
2024,Austrian Grand Prix,STR,Aston Martin,21.0,2.0,MEDIUM,MEDIUM,0 days 01:21:12.132000
2024,Austrian Grand Prix,STR,Aston Martin,44.0,3.0,MEDIUM,HARD,0 days 01:48:58.853000
2024,Austrian Grand Prix,TSU,RB,22.0,2.0,MEDIUM,HARD,0 days 01:22:22.426000
2024,Austrian Grand Prix,TSU,RB,45.0,3.0,HARD,HARD,0 days 01:50:11.522000
2024,Austrian Grand Prix,ALB,Williams,13.0,2.0,MEDIUM,HARD,0 days 01:11:32.141000
2024,Austrian Grand Prix,ALB,Williams,40.0,3.0,HARD,HARD,0 days 01:44:12.307000
2024,Austrian Grand Prix,BOT,Kick Sauber,20.0,2.0,MEDIUM,HARD,0 days 01:20:01.905000
2024,Austrian Grand Prix,BOT,Kick Sauber,43.0,3.0,HARD,HARD,0 days 01:47:51.463000
2024,Austrian Grand Prix,ZHO,Kick Sauber,29.0,2.0,HARD,MEDIUM,0 days 01:31:12.261000
2024,Austrian Grand Prix,ZHO,Kick Sauber,52.0,3.0,MEDIUM,HARD,0 days 01:59:04.179000
2024,Austrian Grand Prix,ALO,Aston Martin,12.0,2.0,MEDIUM,MEDIUM,0 days 01:10:19.033000
2024,Austrian Grand Prix,ALO,Aston Martin,36.0,3.0,MEDIUM,HARD,0 days 01:39:32.946000
2024,Austrian Grand Prix,ALO,Aston Martin,69.0,4.0,HARD,SOFT,0 days 02:19:34.051000
2024,Austrian Grand Prix,SAR,Williams,2.0,2.0,MEDIUM,MEDIUM,0 days 00:58:35.238000
2024,Austrian Grand Prix,SAR,Williams,21.0,3.0,MEDIUM,HARD,0 days 01:21:54.598000
2024,Austrian Grand Prix,SAR,Williams,50.0,4.0,HARD,MEDIUM,0 days 01:57:06.189000
2024,Austrian Grand Prix,NOR,McLaren,24.0,2.0,MEDIUM,HARD,0 days 01:24:16.907000
2024,Austrian Grand Prix,NOR,McLaren,52.0,3.0,HARD,MEDIUM,0 days 01:57:19.847000
2024,British Grand Prix,HAM,Mercedes,28.0,2.0,MEDIUM,INTERMEDIATE,0 days 01:42:27.219000
2024,British Grand Prix,HAM,Mercedes,39.0,3.0,INTERMEDIATE,SOFT,0 days 02:01:15.826000
2024,British Grand Prix,VER,Red Bull Racing,27.0,2.0,MEDIUM,INTERMEDIATE,0 days 01:40:49.685000
2024,British Grand Prix,VER,Red Bull Racing,39.0,3.0,INTERMEDIATE,HARD,0 days 02:01:22.238000
2024,British Grand Prix,NOR,McLaren,28.0,2.0,MEDIUM,INTERMEDIATE,0 days 01:42:24.024000
2024,British Grand Prix,NOR,McLaren,40.0,3.0,INTERMEDIATE,SOFT,0 days 02:02:48.867000
2024,British Grand Prix,PIA,McLaren,29.0,2.0,MEDIUM,INTERMEDIATE,0 days 01:44:22.815000
2024,British Grand Prix,PIA,McLaren,39.0,3.0,INTERMEDIATE,MEDIUM,0 days 02:01:33.112000
2024,British Grand Prix,SAI,Ferrari,27.0,2.0,MEDIUM,INTERMEDIATE,0 days 01:40:53.486000
2024,British Grand Prix,SAI,Ferrari,40.0,3.0,INTERMEDIATE,HARD,0 days 02:03:12.306000
2024,British Grand Prix,SAI,Ferrari,51.0,4.0,HARD,SOFT,0 days 02:20:01.828000
2024,British Grand Prix,HUL,Haas F1 Team,27.0,2.0,MEDIUM,INTERMEDIATE,0 days 01:41:11.447000
2024,British Grand Prix,HUL,Haas F1 Team,40.0,3.0,INTERMEDIATE,SOFT,0 days 02:03:33.653000
2024,British Grand Prix,STR,Aston Martin,27.0,2.0,MEDIUM,INTERMEDIATE,0 days 01:41:12.426000
2024,British Grand Prix,STR,Aston Martin,40.0,3.0,INTERMEDIATE,MEDIUM,0 days 02:03:38.725000
2024,British Grand Prix,ALO,Aston Martin,28.0,2.0,MEDIUM,INTERMEDIATE,0 days 01:43:05.347000
2024,British Grand Prix,ALO,Aston Martin,39.0,3.0,INTERMEDIATE,MEDIUM,0 days 02:02:11.548000
2024,British Grand Prix,ALB,Williams,28.0,2.0,MEDIUM,INTERMEDIATE,0 days 01:43:11.347000
2024,British Grand Prix,ALB,Williams,39.0,3.0,INTERMEDIATE,MEDIUM,0 days 02:02:17.984000
2024,British Grand Prix,TSU,RB,28.0,2.0,MEDIUM,INTERMEDIATE,0 days 01:43:05.623000
2024,British Grand Prix,TSU,RB,39.0,3.0,INTERMEDIATE,SOFT,0 days 02:02:15.965000
2024,British Grand Prix,SAR,Williams,28.0,2.0,MEDIUM,INTERMEDIATE,0 days 01:43:17.130000
2024,British Grand Prix,SAR,Williams,39.0,3.0,INTERMEDIATE,SOFT,0 days 02:02:29.334000
2024,British Grand Prix,MAG,Haas F1 Team,28.0,2.0,MEDIUM,INTERMEDIATE,0 days 01:43:14.278000
2024,British Grand Prix,MAG,Haas F1 Team,38.0,3.0,INTERMEDIATE,SOFT,0 days 02:00:54.935000
2024,British Grand Prix,RIC,RB,27.0,2.0,MEDIUM,INTERMEDIATE,0 days 01:41:36.065000
2024,British Grand Prix,RIC,RB,38.0,3.0,INTERMEDIATE,SOFT,0 days 02:00:57.304000
2024,British Grand Prix,LEC,Ferrari,20.0,2.0,MEDIUM,INTERMEDIATE,0 days 01:30:01.153000
2024,British Grand Prix,LEC,Ferrari,28.0,3.0,INTERMEDIATE,INTERMEDIATE,0 days 01:44:30.682000
2024,British Grand Prix,LEC,Ferrari,38.0,4.0,INTERMEDIATE,SOFT,0 days 02:01:47.823000
2024,British Grand Prix,BOT,Kick Sauber,27.0,2.0,MEDIUM,INTERMEDIATE,0 days 01:41:56.764000
2024,British Grand Prix,BOT,Kick Sauber,38.0,3.0,INTERMEDIATE,SOFT,0 days 02:01:21.619000
2024,British Grand Prix,OCO,Alpine,20.0,2.0,SOFT,INTERMEDIATE,0 days 01:30:32.072000
2024,British Grand Prix,OCO,Alpine,22.0,3.0,INTERMEDIATE,MEDIUM,0 days 01:34:07.016000
2024,British Grand Prix,OCO,Alpine,27.0,4.0,MEDIUM,INTERMEDIATE,0 days 01:43:09.387000
2024,British Grand Prix,OCO,Alpine,39.0,5.0,INTERMEDIATE,MEDIUM,0 days 02:04:02.309000
2024,British Grand Prix,PER,Red Bull Racing,20.0,2.0,HARD,INTERMEDIATE,0 days 01:30:08.068000
2024,British Grand Prix,PER,Red Bull Racing,29.0,3.0,INTERMEDIATE,INTERMEDIATE,0 days 01:46:27.154000
2024,British Grand Prix,PER,Red Bull Racing,38.0,4.0,INTERMEDIATE,MEDIUM,0 days 02:02:08.819000
2024,British Grand Prix,PER,Red Bull Racing,48.0,5.0,MEDIUM,SOFT,0 days 02:17:53.741000
2024,British Grand Prix,ZHO,Kick Sauber,13.0,2.0,SOFT,MEDIUM,0 days 01:19:11.584000
2024,British Grand Prix,ZHO,Kick Sauber,20.0,3.0,MEDIUM,INTERMEDIATE,0 days 01:31:01.726000
2024,British Grand Prix,ZHO,Kick Sauber,27.0,4.0,INTERMEDIATE,INTERMEDIATE,0 days 01:43:53.355000
2024,British Grand Prix,ZHO,Kick Sauber,38.0,5.0,INTERMEDIATE,SOFT,0 days 02:03:16.867000
2024,British Grand Prix,RUS,Mercedes,28.0,2.0,MEDIUM,INTERMEDIATE,0 days 01:42:34.571000
2024,Hungarian Grand Prix,PIA,McLaren,19.0,2.0,MEDIUM,HARD,0 days 01:22:06.893000
2024,Hungarian Grand Prix,PIA,McLaren,48.0,3.0,HARD,MEDIUM,0 days 02:02:55.003000
2024,Hungarian Grand Prix,NOR,McLaren,18.0,2.0,MEDIUM,HARD,0 days 01:20:45.464000
2024,Hungarian Grand Prix,NOR,McLaren,46.0,3.0,HARD,MEDIUM,0 days 02:00:06.382000
