year,race,driver,team,lap_number,stint,compound_before,compound_after,pit_in_time
2022,Bahrain Grand Prix,VER,Red Bull Racing,15.0,2.0,SOFT,SOFT,0 days 01:27:42.639000
2022,Bahrain Grand Prix,VER,Red Bull Racing,31.0,3.0,SOFT,MEDIUM,0 days 01:54:16.261000
2022,Bahrain Grand Prix,VER,Red Bull Racing,44.0,4.0,MEDIUM,SOFT,0 days 02:15:39.761000
2022,Bahrain Grand Prix,GAS,AlphaTauri,15.0,2.0,SOFT,MEDIUM,0 days 01:28:12.428000
2022,Bahrain Grand Prix,GAS,AlphaTauri,33.0,3.0,MEDIUM,HARD,0 days 01:58:26.393000
2022,Bahrain Grand Prix,PER,Red Bull Racing,16.0,2.0,SOFT,MEDIUM,0 days 01:29:33.607000
2022,Bahrain Grand Prix,PER,Red Bull Racing,34.0,3.0,MEDIUM,SOFT,0 days 01:59:23.124000
2022,Bahrain Grand Prix,PER,Red Bull Racing,44.0,4.0,SOFT,SOFT,0 days 02:15:55.619000
2022,Bahrain Grand Prix,ALO,Alpine,12.0,2.0,SOFT,MEDIUM,0 days 01:23:12.969000
2022,Bahrain Grand Prix,ALO,Alpine,26.0,3.0,MEDIUM,HARD,0 days 01:46:56.220000
2022,Bahrain Grand Prix,ALO,Alpine,43.0,4.0,HARD,SOFT,0 days 02:15:25.946000
2022,Bahrain Grand Prix,LEC,Ferrari,16.0,2.0,SOFT,SOFT,0 days 01:29:18.783000
2022,Bahrain Grand Prix,LEC,Ferrari,32.0,3.0,SOFT,MEDIUM,0 days 01:55:50.532000
2022,Bahrain Grand Prix,LEC,Ferrari,47.0,4.0,MEDIUM,SOFT,0 days 02:21:39.087000
2022,Bahrain Grand Prix,STR,Aston Martin,19.0,2.0,SOFT,SOFT,0 days 01:35:21.103000
2022,Bahrain Grand Prix,STR,Aston Martin,39.0,3.0,SOFT,MEDIUM,0 days 02:09:08.218000
2022,Bahrain Grand Prix,STR,Aston Martin,46.0,4.0,MEDIUM,SOFT,0 days 02:22:03.472000
2022,Bahrain Grand Prix,MAG,Haas F1 Team,15.0,2.0,SOFT,SOFT,0 days 01:28:09.485000
2022,Bahrain Grand Prix,MAG,Haas F1 Team,35.0,3.0,SOFT,MEDIUM,0 days 02:01:41.867000
2022,Bahrain Grand Prix,MAG,Haas F1 Team,47.0,4.0,MEDIUM,SOFT,0 days 02:22:39.774000
2022,Bahrain Grand Prix,TSU,AlphaTauri,16.0,2.0,SOFT,MEDIUM,0 days 01:30:01.440000
2022,Bahrain Grand Prix,TSU,AlphaTauri,30.0,3.0,MEDIUM,SOFT,0 days 01:53:38.771000
2022,Bahrain Grand Prix,TSU,AlphaTauri,45.0,4.0,SOFT,SOFT,0 days 02:19:09.736000
2022,Bahrain Grand Prix,ALB,Williams,14.0,2.0,SOFT,MEDIUM,0 days 01:26:50.316000
2022,Bahrain Grand Prix,ALB,Williams,36.0,3.0,MEDIUM,MEDIUM,0 days 02:04:15.334000
2022,Bahrain Grand Prix,ALB,Williams,47.0,4.0,MEDIUM,SOFT,0 days 02:24:18.388000
2022,Bahrain Grand Prix,ZHO,Alfa Romeo,16.0,2.0,SOFT,MEDIUM,0 days 01:30:07.396000
2022,Bahrain Grand Prix,ZHO,Alfa Romeo,38.0,3.0,MEDIUM,MEDIUM,0 days 02:07:02.498000
2022,Bahrain Grand Prix,ZHO,Alfa Romeo,46.0,4.0,MEDIUM,SOFT,0 days 02:21:23.086000
2022,Bahrain Grand Prix,HUL,Aston Martin,20.0,2.0,SOFT,SOFT,0 days 01:37:17.033000
2022,Bahrain Grand Prix,HUL,Aston Martin,38.0,3.0,SOFT,MEDIUM,0 days 02:07:51.667000
2022,Bahrain Grand Prix,HUL,Aston Martin,45.0,4.0,MEDIUM,SOFT,0 days 02:20:29.217000
2022,Bahrain Grand Prix,RIC,McLaren,18.0,2.0,MEDIUM,SOFT,0 days 01:33:48.378000
2022,Bahrain Grand Prix,RIC,McLaren,34.0,3.0,SOFT,HARD,0 days 02:00:58.388000
2022,Bahrain Grand Prix,RIC,McLaren,45.0,4.0,HARD,SOFT,0 days 02:20:11.824000
2022,Bahrain Grand Prix,OCO,Alpine,15.0,2.0,SOFT,MEDIUM,0 days 01:28:19.203000
2022,Bahrain Grand Prix,OCO,Alpine,31.0,3.0,MEDIUM,HARD,0 days 01:55:15.694000
2022,Bahrain Grand Prix,OCO,Alpine,44.0,4.0,HARD,SOFT,0 days 02:16:57.452000
2022,Bahrain Grand Prix,NOR,McLaren,25.0,2.0,MEDIUM,HARD,0 days 01:45:45.277000
2022,Bahrain Grand Prix,NOR,McLaren,42.0,3.0,HARD,SOFT,0 days 02:14:26.156000
2022,Bahrain Grand Prix,NOR,McLaren,46.0,4.0,SOFT,SOFT,0 days 02:22:25.394000
2022,Bahrain Grand Prix,HAM,Mercedes,12.0,2.0,SOFT,HARD,0 days 01:23:00.195000
2022,Bahrain Grand Prix,HAM,Mercedes,28.0,3.0,HARD,MEDIUM,0 days 01:49:47.451000
2022,Bahrain Grand Prix,HAM,Mercedes,45.0,4.0,MEDIUM,SOFT,0 days 02:18:06.152000
2022,Bahrain Grand Prix,MSC,Haas F1 Team,13.0,2.0,SOFT,MEDIUM,0 days 01:25:10.228000
2022,Bahrain Grand Prix,MSC,Haas F1 Team,36.0,3.0,MEDIUM,SOFT,0 days 02:03:59.286000
2022,Bahrain Grand Prix,SAI,Ferrari,15.0,2.0,SOFT,SOFT,0 days 01:27:50.955000
2022,Bahrain Grand Prix,SAI,Ferrari,34.0,3.0,SOFT,MEDIUM,0 days 01:59:20.673000
2022,Bahrain Grand Prix,SAI,Ferrari,45.0,4.0,MEDIUM,SOFT,0 days 02:17:36.632000
2022,Bahrain Grand Prix,LAT,Williams,15.0,2.0,SOFT,SOFT,0 days 01:28:39.444000
2022,Bahrain Grand Prix,LAT,Williams,33.0,3.0,SOFT,MEDIUM,0 days 01:59:25.164000
2022,Bahrain Grand Prix,LAT,Williams,46.0,4.0,MEDIUM,SOFT,0 days 02:22:27.884000
2022,Bahrain Grand Prix,RUS,Mercedes,16.0,2.0,SOFT,HARD,0 days 01:29:43.340000
2022,Bahrain Grand Prix,RUS,Mercedes,34.0,3.0,HARD,MEDIUM,0 days 01:59:47.616000
2022,Bahrain Grand Prix,RUS,Mercedes,46.0,4.0,MEDIUM,SOFT,0 days 02:20:25.936000
2022,Bahrain Grand Prix,BOT,Alfa Romeo,15.0,2.0,SOFT,MEDIUM,0 days 01:28:21.906000
2022,Bahrain Grand Prix,BOT,Alfa Romeo,37.0,3.0,MEDIUM,MEDIUM,0 days 02:05:17.074000
2022,Bahrain Grand Prix,BOT,Alfa Romeo,46.0,4.0,MEDIUM,SOFT,0 days 02:21:10.475000
2022,Saudi Arabian Grand Prix,VER,Red Bull Racing,17.0,2.0,MEDIUM,HARD,0 days 01:31:02.769000
2022,Saudi Arabian Grand Prix,GAS,AlphaTauri,16.0,2.0,MEDIUM,HARD,0 days 01:29:18.124000
2022,Saudi Arabian Grand Prix,PER,Red Bull Racing,16.0,2.0,MEDIUM,HARD,0 days 01:28:22.064000
2022,Saudi Arabian Grand Prix,ALO,Alpine,17.0,2.0,MEDIUM,HARD,0 days 01:31:15.224000
2022,Saudi Arabian Grand Prix,LEC,Ferrari,17.0,2.0,MEDIUM,HARD,0 days 01:31:01.313000
2022,Saudi Arabian Grand Prix,STR,Aston Martin,14.0,2.0,MEDIUM,HARD,0 days 01:25:47.058000
2022,Saudi Arabian Grand Prix,MAG,Haas F1 Team,38.0,2.0,HARD,MEDIUM,0 days 02:08:22.675000
2022,Saudi Arabian Grand Prix,ALB,Williams,14.0,2.0,MEDIUM,HARD,0 days 01:25:51.082000
2022,Saudi Arabian Grand Prix,ZHO,Alfa Romeo,17.0,2.0,MEDIUM,HARD,0 days 01:31:31.210000
2022,Saudi Arabian Grand Prix,ZHO,Alfa Romeo,28.0,3.0,HARD,HARD,0 days 01:52:08.605000
2022,Saudi Arabian Grand Prix,HUL,Aston Martin,38.0,2.0,HARD,MEDIUM,0 days 02:08:42.110000
2022,Saudi Arabian Grand Prix,RIC,McLaren,9.0,2.0,MEDIUM,HARD,0 days 01:17:32.872000
2022,Saudi Arabian Grand Prix,OCO,Alpine,17.0,2.0,MEDIUM,HARD,0 days 01:31:18.326000
2022,Saudi Arabian Grand Prix,NOR,McLaren,17.0,2.0,MEDIUM,HARD,0 days 01:31:24.848000
2022,Saudi Arabian Grand Prix,HAM,Mercedes,41.0,2.0,HARD,MEDIUM,0 days 02:13:53.707000
2022,Saudi Arabian Grand Prix,SAI,Ferrari,17.0,2.0,MEDIUM,HARD,0 days 01:31:06.465000
2022,Saudi Arabian Grand Prix,RUS,Mercedes,17.0,2.0,MEDIUM,HARD,0 days 01:31:09.638000
2022,Saudi Arabian Grand Prix,BOT,Alfa Romeo,17.0,2.0,MEDIUM,HARD,0 days 01:31:17.348000
2022,Saudi Arabian Grand Prix,BOT,Alfa Romeo,36.0,3.0,HARD,MEDIUM,0 days 02:05:05.883000
2022,Australian Grand Prix,VER,Red Bull Racing,19.0,2.0,MEDIUM,HARD,0 days 01:32:23.059000
2022,Australian Grand Prix,GAS,AlphaTauri,22.0,2.0,MEDIUM,HARD,0 days 01:37:02.883000
2022,Australian Grand Prix,PER,Red Bull Racing,21.0,2.0,MEDIUM,HARD,0 days 01:35:21.257000
2022,Australian Grand Prix,ALO,Alpine,40.0,2.0,HARD,MEDIUM,0 days 02:06:12.260000
2022,Australian Grand Prix,ALO,Alpine,54.0,3.0,MEDIUM,MEDIUM,0 days 02:26:18.140000
2022,Australian Grand Prix,LEC,Ferrari,23.0,2.0,MEDIUM,HARD,0 days 01:37:54.759000
2022,Australian Grand Prix,STR,Aston Martin,4.0,2.0,HARD,MEDIUM,0 days 01:09:46.055000
2022,Australian Grand Prix,STR,Aston Martin,5.0,3.0,MEDIUM,HARD,0 days 01:11:50.951000
2022,Australian Grand Prix,STR,Aston Martin,24.0,4.0,HARD,HARD,0 days 01:40:50.420000
2022,Australian Grand Prix,MAG,Haas F1 Team,40.0,2.0,HARD,MEDIUM,0 days 02:06:18.446000
2022,Australian Grand Prix,TSU,AlphaTauri,19.0,2.0,MEDIUM,HARD,0 days 01:32:50.323000
2022,Australian Grand Prix,ALB,Williams,58.0,2.0,HARD,SOFT,0 days 02:31:19.551000
2022,Australian Grand Prix,ZHO,Alfa Romeo,22.0,2.0,MEDIUM,HARD,0 days 01:37:11.073000
2022,Australian Grand Prix,RIC,McLaren,22.0,2.0,MEDIUM,HARD,0 days 01:36:54.462000
2022,Australian Grand Prix,OCO,Alpine,18.0,2.0,MEDIUM,HARD,0 days 01:31:18.833000
2022,Australian Grand Prix,NOR,McLaren,21.0,2.0,MEDIUM,HARD,0 days 01:35:26.343000
2022,Australian Grand Prix,HAM,Mercedes,23.0,2.0,MEDIUM,HARD,0 days 01:38:20.388000
2022,Australian Grand Prix,MSC,Haas F1 Team,15.0,2.0,MEDIUM,HARD,0 days 01:27:12.204000
2022,Australian Grand Prix,LAT,Williams,14.0,2.0,MEDIUM,HARD,0 days 01:25:53.683000
2022,Australian Grand Prix,LAT,Williams,24.0,3.0,HARD,HARD,0 days 01:41:13.165000
2022,Australian Grand Prix,RUS,Mercedes,24.0,2.0,MEDIUM,HARD,0 days 01:40:34.981000
2022,Australian Grand Prix,BOT,Alfa Romeo,23.0,2.0,MEDIUM,HARD,0 days 01:38:49.846000
2022,Emilia Romagna Grand Prix,VER,Red Bull Racing,20.0,2.0,INTERMEDIATE,MEDIUM,0 days 01:35:49.303000
2022,Emilia Romagna Grand Prix,VER,Red Bull Racing,52.0,3.0,MEDIUM,SOFT,0 days 02:19:33.705000
2022,Emilia Romagna Grand Prix,PER,Red Bull Racing,19.0,2.0,INTERMEDIATE,MEDIUM,0 days 01:34:28.508000
2022,Emilia Romagna Grand Prix,PER,Red Bull Racing,51.0,3.0,MEDIUM,SOFT,0 days 02:18:27.920000
2022,Emilia Romagna Grand Prix,NOR,McLaren,20.0,2.0,INTERMEDIATE,MEDIUM,0 days 01:36:08.159000
2022,Emilia Romagna Grand Prix,RUS,Mercedes,19.0,2.0,INTERMEDIATE,MEDIUM,0 days 01:34:47.359000
2022,Emilia Romagna Grand Prix,BOT,Alfa Romeo,19.0,2.0,INTERMEDIATE,MEDIUM,0 days 01:34:57.829000
2022,Emilia Romagna Grand Prix,LEC,Ferrari,20.0,2.0,INTERMEDIATE,MEDIUM,0 days 01:35:58.420000
2022,Emilia Romagna Grand Prix,LEC,Ferrari,50.0,3.0,MEDIUM,SOFT,0 days 02:17:09.572000
2022,Emilia Romagna Grand Prix,LEC,Ferrari,54.0,4.0,SOFT,SOFT,0 days 02:23:14.171000
2022,Emilia Romagna Grand Prix,TSU,AlphaTauri,19.0,2.0,INTERMEDIATE,MEDIUM,0 days 01:35:09.023000
2022,Emilia Romagna Grand Prix,VET,Aston Martin,18.0,2.0,INTERMEDIATE,MEDIUM,0 days 01:33:28.557000
2022,Emilia Romagna Grand Prix,MAG,Haas F1 Team,19.0,2.0,INTERMEDIATE,MEDIUM,0 days 01:35:04.086000
2022,Emilia Romagna Grand Prix,STR,Aston Martin,19.0,2.0,INTERMEDIATE,MEDIUM,0 days 01:35:09.840000
2022,Emilia Romagna Grand Prix,ALB,Williams,18.0,2.0,INTERMEDIATE,MEDIUM,0 days 01:33:42.438000
2022,Emilia Romagna Grand Prix,GAS,AlphaTauri,18.0,2.0,INTERMEDIATE,MEDIUM,0 days 01:33:39.448000
2022,Emilia Romagna Grand Prix,HAM,Mercedes,19.0,2.0,INTERMEDIATE,MEDIUM,0 days 01:35:13.745000
2022,Emilia Romagna Grand Prix,OCO,Alpine,19.0,2.0,INTERMEDIATE,MEDIUM,0 days 01:35:10.606000
2022,Emilia Romagna Grand Prix,ZHO,Alfa Romeo,19.0,2.0,INTERMEDIATE,MEDIUM,0 days 01:35:25.426000
2022,Emilia Romagna Grand Prix,LAT,Williams,19.0,2.0,INTERMEDIATE,MEDIUM,0 days 01:35:23.436000
2022,Emilia Romagna Grand Prix,MSC,Haas F1 Team,19.0,2.0,INTERMEDIATE,MEDIUM,0 days 01:35:23.735000
2022,Emilia Romagna Grand Prix,MSC,Haas F1 Team,53.0,3.0,MEDIUM,SOFT,0 days 02:22:54.744000
2022,Emilia Romagna Grand Prix,RIC,McLaren,3.0,2.0,INTERMEDIATE,INTERMEDIATE,0 days 01:09:06.852000
2022,Emilia Romagna Grand Prix,RIC,McLaren,17.0,3.0,INTERMEDIATE,MEDIUM,0 days 01:32:16.840000
2022,Emilia Romagna Grand Prix,RIC,McLaren,31.0,4.0,MEDIUM,HARD,0 days 01:52:33.967000
2022,Miami Grand Prix,VER,Red Bull Racing,27.0,2.0,MEDIUM,HARD,0 days 01:44:55.315000
2022,Miami Grand Prix,GAS,AlphaTauri,17.0,2.0,MEDIUM,HARD,0 days 01:29:49.698000
2022,Miami Grand Prix,GAS,AlphaTauri,41.0,3.0,HARD,SOFT,0 days 02:09:43.880000
2022,Miami Grand Prix,PER,Red Bull Racing,28.0,2.0,MEDIUM,HARD,0 days 01:46:51.278000
2022,Miami Grand Prix,PER,Red Bull Racing,42.0,3.0,HARD,MEDIUM,0 days 02:09:52.406000
2022,Miami Grand Prix,ALO,Alpine,16.0,2.0,MEDIUM,HARD,0 days 01:28:18.514000
2022,Miami Grand Prix,LEC,Ferrari,25.0,2.0,MEDIUM,HARD,0 days 01:41:56.478000
2022,Miami Grand Prix,STR,Aston Martin,41.0,2.0,HARD,MEDIUM,0 days 02:08:42.757000
2022,Miami Grand Prix,MAG,Haas F1 Team,13.0,2.0,MEDIUM,HARD,0 days 01:23:35.622000
2022,Miami Grand Prix,MAG,Haas F1 Team,43.0,3.0,HARD,MEDIUM,0 days 02:12:45.920000
2022,Miami Grand Prix,TSU,AlphaTauri,12.0,2.0,MEDIUM,HARD,0 days 01:22:04.634000
2022,Miami Grand Prix,TSU,AlphaTauri,42.0,3.0,HARD,SOFT,0 days 02:12:37.371000
2022,Miami Grand Prix,ALB,Williams,17.0,2.0,MEDIUM,HARD,0 days 01:30:06.006000
2022,Miami Grand Prix,RIC,McLaren,31.0,2.0,MEDIUM,HARD,0 days 01:52:19.621000
2022,Miami Grand Prix,RIC,McLaren,42.0,3.0,HARD,SOFT,0 days 02:11:03.551000
2022,Miami Grand Prix,OCO,Alpine,42.0,2.0,HARD,SOFT,0 days 02:10:35.541000
2022,Miami Grand Prix,NOR,McLaren,19.0,2.0,MEDIUM,HARD,0 days 01:33:10.557000
2022,Miami Grand Prix,HAM,Mercedes,23.0,2.0,MEDIUM,HARD,0 days 01:39:15.345000
2022,Miami Grand Prix,MSC,Haas F1 Team,15.0,2.0,MEDIUM,HARD,0 days 01:26:48.895000
2022,Miami Grand Prix,MSC,Haas F1 Team,55.0,3.0,HARD,MEDIUM,0 days 02:34:47.655000
2022,Miami Grand Prix,VET,Aston Martin,42.0,2.0,HARD,MEDIUM,0 days 02:10:58.118000
2022,Miami Grand Prix,SAI,Ferrari,28.0,2.0,MEDIUM,HARD,0 days 01:46:46.348000
2022,Miami Grand Prix,LAT,Williams,35.0,2.0,HARD,MEDIUM,0 days 01:59:16.680000
2022,Miami Grand Prix,RUS,Mercedes,41.0,2.0,HARD,MEDIUM,0 days 02:08:08.241000
2022,Miami Grand Prix,BOT,Alfa Romeo,27.0,2.0,MEDIUM,HARD,0 days 01:45:27.877000
2022,Spanish Grand Prix,VER,Red Bull Racing,14.0,2.0,SOFT,MEDIUM,0 days 01:23:19.052000
2022,Spanish Grand Prix,VER,Red Bull Racing,29.0,3.0,MEDIUM,SOFT,0 days 01:45:43.123000
2022,Spanish Grand Prix,VER,Red Bull Racing,45.0,4.0,SOFT,MEDIUM,0 days 02:09:12.849000
2022,Spanish Grand Prix,PER,Red Bull Racing,18.0,2.0,SOFT,MEDIUM,0 days 01:29:18.238000
2022,Spanish Grand Prix,PER,Red Bull Racing,38.0,3.0,MEDIUM,MEDIUM,0 days 01:58:59.809000
2022,Spanish Grand Prix,PER,Red Bull Racing,54.0,4.0,MEDIUM,SOFT,0 days 02:22:36.758000
2022,Spanish Grand Prix,RUS,Mercedes,14.0,2.0,SOFT,MEDIUM,0 days 01:23:18.067000
2022,Spanish Grand Prix,RUS,Mercedes,37.0,3.0,MEDIUM,MEDIUM,0 days 01:57:37.114000
2022,Spanish Grand Prix,RUS,Mercedes,52.0,4.0,MEDIUM,SOFT,0 days 02:19:49.344000
2022,Spanish Grand Prix,SAI,Ferrari,11.0,2.0,SOFT,MEDIUM,0 days 01:19:12.484000
2022,Spanish Grand Prix,SAI,Ferrari,32.0,3.0,MEDIUM,MEDIUM,0 days 01:50:35.446000
2022,Spanish Grand Prix,SAI,Ferrari,46.0,4.0,MEDIUM,SOFT,0 days 02:11:19.569000
2022,Spanish Grand Prix,HAM,Mercedes,2.0,2.0,MEDIUM,SOFT,0 days 01:06:03.425000
2022,Spanish Grand Prix,HAM,Mercedes,23.0,3.0,SOFT,MEDIUM,0 days 01:37:39.493000
2022,Spanish Grand Prix,HAM,Mercedes,49.0,4.0,MEDIUM,SOFT,0 days 02:15:47.608000
2022,Spanish Grand Prix,BOT,Alfa Romeo,15.0,2.0,SOFT,MEDIUM,0 days 01:24:59.198000
2022,Spanish Grand Prix,BOT,Alfa Romeo,35.0,3.0,MEDIUM,MEDIUM,0 days 01:54:53.530000
2022,Spanish Grand Prix,OCO,Alpine,14.0,2.0,SOFT,MEDIUM,0 days 01:23:33.508000
2022,Spanish Grand Prix,OCO,Alpine,36.0,3.0,MEDIUM,SOFT,0 days 01:56:43.032000
2022,Spanish Grand Prix,OCO,Alpine,53.0,4.0,SOFT,SOFT,0 days 02:21:57.676000
2022,Spanish Grand Prix,NOR,McLaren,13.0,2.0,SOFT,MEDIUM,0 days 01:22:08.626000
2022,Spanish Grand Prix,NOR,McLaren,34.0,3.0,MEDIUM,SOFT,0 days 01:53:51.129000
2022,Spanish Grand Prix,NOR,McLaren,52.0,4.0,SOFT,SOFT,0 days 02:20:36.589000
2022,Spanish Grand Prix,ALO,Alpine,11.0,2.0,SOFT,MEDIUM,0 days 01:19:14.622000
2022,Spanish Grand Prix,ALO,Alpine,32.0,3.0,MEDIUM,SOFT,0 days 01:50:58.838000
2022,Spanish Grand Prix,ALO,Alpine,54.0,4.0,SOFT,SOFT,0 days 02:23:40.643000
2022,Spanish Grand Prix,TSU,AlphaTauri,12.0,2.0,SOFT,MEDIUM,0 days 01:20:44.442000
2022,Spanish Grand Prix,TSU,AlphaTauri,33.0,3.0,MEDIUM,SOFT,0 days 01:52:26.107000
2022,Spanish Grand Prix,TSU,AlphaTauri,53.0,4.0,SOFT,SOFT,0 days 02:22:16.352000
2022,Spanish Grand Prix,VET,Aston Martin,22.0,2.0,SOFT,SOFT,0 days 01:35:57.384000
2022,Spanish Grand Prix,VET,Aston Martin,43.0,3.0,SOFT,MEDIUM,0 days 02:07:32.429000
2022,Spanish Grand Prix,RIC,McLaren,12.0,2.0,SOFT,SOFT,0 days 01:20:45.432000
2022,Spanish Grand Prix,RIC,McLaren,32.0,3.0,SOFT,MEDIUM,0 days 01:51:08.857000
2022,Spanish Grand Prix,RIC,McLaren,49.0,4.0,MEDIUM,SOFT,0 days 02:16:40.972000
2022,Spanish Grand Prix,GAS,AlphaTauri,11.0,2.0,SOFT,MEDIUM,0 days 01:19:17.209000
2022,Spanish Grand Prix,GAS,AlphaTauri,30.0,3.0,MEDIUM,SOFT,0 days 01:48:19.110000
2022,Spanish Grand Prix,GAS,AlphaTauri,47.0,4.0,SOFT,SOFT,0 days 02:13:49.996000
2022,Spanish Grand Prix,MSC,Haas F1 Team,13.0,2.0,SOFT,SOFT,0 days 01:22:15.402000
2022,Spanish Grand Prix,MSC,Haas F1 Team,31.0,3.0,SOFT,MEDIUM,0 days 01:49:35.891000
2022,Spanish Grand Prix,STR,Aston Martin,15.0,2.0,SOFT,SOFT,0 days 01:25:26.305000
2022,Spanish Grand Prix,STR,Aston Martin,28.0,3.0,SOFT,MEDIUM,0 days 01:45:26.790000
2022,Spanish Grand Prix,STR,Aston Martin,47.0,4.0,MEDIUM,SOFT,0 days 02:14:09.367000
2022,Spanish Grand Prix,LAT,Williams,13.0,2.0,SOFT,MEDIUM,0 days 01:22:30.364000
2022,Spanish Grand Prix,LAT,Williams,27.0,3.0,MEDIUM,SOFT,0 days 01:44:01.099000
2022,Spanish Grand Prix,LAT,Williams,51.0,4.0,SOFT,SOFT,0 days 02:20:21.870000
2022,Spanish Grand Prix,MAG,Haas F1 Team,2.0,2.0,SOFT,MEDIUM,0 days 01:06:22.865000
2022,Spanish Grand Prix,MAG,Haas F1 Team,30.0,3.0,MEDIUM,HARD,0 days 01:48:52.835000
2022,Spanish Grand Prix,ALB,Williams,12.0,2.0,SOFT,MEDIUM,0 days 01:20:56.831000
2022,Spanish Grand Prix,ALB,Williams,26.0,3.0,MEDIUM,SOFT,0 days 01:42:34.022000
2022,Spanish Grand Prix,ALB,Williams,46.0,4.0,SOFT,MEDIUM,0 days 02:13:09.508000
2022,Spanish Grand Prix,ALB,Williams,55.0,5.0,MEDIUM,SOFT,0 days 02:27:00.467000
2022,Spanish Grand Prix,ZHO,Alfa Romeo,11.0,2.0,SOFT,MEDIUM,0 days 01:19:20.176000
2022,Spanish Grand Prix,LEC,Ferrari,22.0,2.0,SOFT,MEDIUM,0 days 01:34:57.007000
2022,Monaco Grand Prix,VER,Red Bull Racing,19.0,2.0,WET,INTERMEDIATE,0 days 02:36:28.690000
2022,Monaco Grand Prix,VER,Red Bull Racing,23.0,3.0,INTERMEDIATE,HARD,0 days 02:42:36.726000
2022,Monaco Grand Prix,VER,Red Bull Racing,31.0,4.0,HARD,MEDIUM,0 days 03:16:53.648000
2022,Monaco Grand Prix,GAS,AlphaTauri,2.0,2.0,INTERMEDIATE,INTERMEDIATE,0 days 02:09:37.932000
2022,Monaco Grand Prix,GAS,AlphaTauri,23.0,3.0,INTERMEDIATE,HARD,0 days 02:43:42.871000
2022,Monaco Grand Prix,GAS,AlphaTauri,31.0,4.0,HARD,HARD,0 days 03:17:13.678000
2022,Monaco Grand Prix,PER,Red Bull Racing,17.0,2.0,WET,INTERMEDIATE,0 days 02:33:25.500000
2022,Monaco Grand Prix,PER,Red Bull Racing,23.0,3.0,INTERMEDIATE,HARD,0 days 02:42:33.433000
2022,Monaco Grand Prix,PER,Red Bull Racing,31.0,4.0,HARD,MEDIUM,0 days 03:16:51.232000
2022,Monaco Grand Prix,ALO,Alpine,22.0,2.0,WET,HARD,0 days 02:41:31.272000
2022,Monaco Grand Prix,ALO,Alpine,31.0,3.0,HARD,MEDIUM,0 days 03:17:03.804000
2022,Monaco Grand Prix,LEC,Ferrari,19.0,2.0,WET,INTERMEDIATE,0 days 02:36:21.789000
2022,Monaco Grand Prix,LEC,Ferrari,22.0,3.0,INTERMEDIATE,HARD,0 days 02:41:09.094000
2022,Monaco Grand Prix,LEC,Ferrari,31.0,4.0,HARD,HARD,0 days 03:16:56.721000
2022,Monaco Grand Prix,STR,Aston Martin,2.0,2.0,WET,WET,0 days 02:09:42.219000
2022,Monaco Grand Prix,STR,Aston Martin,3.0,3.0,WET,INTERMEDIATE,0 days 02:11:30.398000
2022,Monaco Grand Prix,STR,Aston Martin,25.0,4.0,INTERMEDIATE,HARD,0 days 02:46:46.828000
2022,Monaco Grand Prix,STR,Aston Martin,30.0,5.0,HARD,None,0 days 03:16:04.650000
2022,Monaco Grand Prix,TSU,AlphaTauri,7.0,2.0,WET,INTERMEDIATE,0 days 02:18:09.226000
2022,Monaco Grand Prix,TSU,AlphaTauri,22.0,3.0,INTERMEDIATE,HARD,0 days 02:42:29.440000
2022,Monaco Grand Prix,TSU,AlphaTauri,30.0,4.0,HARD,MEDIUM,0 days 03:16:06.487000
2022,Monaco Grand Prix,TSU,AlphaTauri,57.0,5.0,MEDIUM,SOFT,0 days 03:53:13.355000
2022,Monaco Grand Prix,ALB,Williams,19.0,2.0,WET,HARD,0 days 02:37:49.620000
2022,Monaco Grand Prix,ALB,Williams,23.0,3.0,HARD,MEDIUM,0 days 02:44:41.765000
2022,Monaco Grand Prix,ALB,Williams,30.0,4.0,MEDIUM,MEDIUM,0 days 03:16:43.789000
2022,Monaco Grand Prix,ZHO,Alfa Romeo,20.0,2.0,WET,HARD,0 days 02:39:27.909000
2022,Monaco Grand Prix,ZHO,Alfa Romeo,30.0,3.0,HARD,MEDIUM,0 days 03:16:12.086000
2022,Monaco Grand Prix,RIC,McLaren,20.0,2.0,WET,HARD,0 days 02:39:26.858000
2022,Monaco Grand Prix,RIC,McLaren,31.0,3.0,HARD,HARD,0 days 03:17:15.048000
2022,Monaco Grand Prix,OCO,Alpine,22.0,2.0,WET,HARD,0 days 02:41:52.110000
2022,Monaco Grand Prix,OCO,Alpine,31.0,3.0,HARD,MEDIUM,0 days 03:17:08.074000
2022,Monaco Grand Prix,NOR,McLaren,18.0,2.0,WET,INTERMEDIATE,0 days 02:35:12.917000
2022,Monaco Grand Prix,NOR,McLaren,23.0,3.0,INTERMEDIATE,HARD,0 days 02:42:52.548000
2022,Monaco Grand Prix,NOR,McLaren,31.0,4.0,HARD,HARD,0 days 03:17:01.646000
2022,Monaco Grand Prix,NOR,McLaren,52.0,5.0,HARD,MEDIUM,0 days 03:45:31.566000
2022,Monaco Grand Prix,HAM,Mercedes,16.0,2.0,WET,INTERMEDIATE,0 days 02:32:18.727000
2022,Monaco Grand Prix,HAM,Mercedes,23.0,3.0,INTERMEDIATE,HARD,0 days 02:43:13.452000
2022,Monaco Grand Prix,HAM,Mercedes,31.0,4.0,HARD,MEDIUM,0 days 03:17:06.955000
