year,era,round,race_name,team,driver,teammate,pair,lap_number,lap_time_s,compound,tyre_life,stint,position
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,NOR,PIA,NOR-PIA,45.0,80.339,HARD,24.0,2.0,2.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,NOR,PIA,NOR-PIA,46.0,80.546,HARD,25.0,2.0,2.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,NOR,PIA,NOR-PIA,47.0,80.816,HARD,26.0,2.0,2.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,NOR,PIA,NOR-PIA,48.0,80.803,HARD,27.0,2.0,2.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,NOR,PIA,NOR-PIA,49.0,80.485,HARD,28.0,2.0,2.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,NOR,PIA,NOR-PIA,50.0,80.039,HARD,29.0,2.0,2.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,NOR,PIA,NOR-PIA,51.0,80.367,HARD,30.0,2.0,2.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,NOR,PIA,NOR-PIA,52.0,80.582,HARD,31.0,2.0,2.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,NOR,PIA,NOR-PIA,53.0,80.141,HARD,32.0,2.0,2.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,NOR,PIA,NOR-PIA,54.0,79.994,HARD,33.0,2.0,2.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,NOR,PIA,NOR-PIA,55.0,80.182,HARD,34.0,2.0,2.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,NOR,PIA,NOR-PIA,56.0,80.168,HARD,35.0,2.0,2.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,NOR,PIA,NOR-PIA,57.0,80.105,HARD,36.0,2.0,2.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,NOR,PIA,NOR-PIA,58.0,80.555,HARD,37.0,2.0,2.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,NOR,PIA,NOR-PIA,59.0,80.489,HARD,38.0,2.0,2.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,NOR,PIA,NOR-PIA,60.0,80.239,HARD,39.0,2.0,2.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,NOR,PIA,NOR-PIA,61.0,80.502,HARD,40.0,2.0,2.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,NOR,PIA,NOR-PIA,63.0,80.743,HARD,42.0,2.0,2.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,2.0,81.311,MEDIUM,2.0,1.0,5.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,3.0,80.808,MEDIUM,3.0,1.0,5.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,4.0,81.377,MEDIUM,4.0,1.0,5.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,5.0,81.269,MEDIUM,5.0,1.0,5.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,6.0,81.307,MEDIUM,6.0,1.0,5.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,7.0,81.08,MEDIUM,7.0,1.0,5.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,8.0,81.523,MEDIUM,8.0,1.0,5.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,9.0,81.508,MEDIUM,9.0,1.0,5.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,10.0,81.586,MEDIUM,10.0,1.0,5.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,11.0,81.191,MEDIUM,11.0,1.0,5.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,12.0,82.11,MEDIUM,12.0,1.0,5.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,13.0,81.888,MEDIUM,13.0,1.0,5.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,14.0,81.653,MEDIUM,14.0,1.0,5.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,15.0,81.679,MEDIUM,15.0,1.0,5.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,16.0,81.734,MEDIUM,16.0,1.0,5.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,17.0,81.912,MEDIUM,17.0,1.0,5.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,18.0,81.867,MEDIUM,18.0,1.0,5.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,19.0,82.042,MEDIUM,19.0,1.0,5.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,20.0,81.853,MEDIUM,20.0,1.0,5.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,21.0,82.212,MEDIUM,21.0,1.0,5.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,22.0,81.869,MEDIUM,22.0,1.0,5.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,25.0,79.907,HARD,3.0,2.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,26.0,80.577,HARD,4.0,2.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,27.0,80.785,HARD,5.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,28.0,80.599,HARD,6.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,29.0,80.313,HARD,7.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,30.0,80.578,HARD,8.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,31.0,80.728,HARD,9.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,32.0,80.839,HARD,10.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,33.0,80.701,HARD,11.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,34.0,80.96,HARD,12.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,35.0,80.913,HARD,13.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,36.0,80.684,HARD,14.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,37.0,80.587,HARD,15.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,38.0,80.499,HARD,16.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,39.0,80.801,HARD,17.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,40.0,81.001,HARD,18.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,41.0,80.966,HARD,19.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,42.0,81.122,HARD,20.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,43.0,81.333,HARD,21.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,44.0,80.843,HARD,22.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,45.0,80.888,HARD,23.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,46.0,81.038,HARD,24.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,47.0,81.485,HARD,25.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,48.0,81.416,HARD,26.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,49.0,81.309,HARD,27.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,50.0,80.979,HARD,28.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,51.0,81.203,HARD,29.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,52.0,80.777,HARD,30.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,53.0,80.699,HARD,31.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,54.0,80.413,HARD,32.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,55.0,80.394,HARD,33.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,56.0,80.44,HARD,34.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,57.0,80.602,HARD,35.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,58.0,80.698,HARD,36.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,59.0,80.288,HARD,37.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,60.0,80.649,HARD,38.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,61.0,80.982,HARD,39.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,62.0,80.599,HARD,40.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,McLaren,PIA,NOR,NOR-PIA,63.0,80.8,HARD,41.0,2.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,2.0,81.841,MEDIUM,2.0,1.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,3.0,81.222,MEDIUM,3.0,1.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,4.0,81.715,MEDIUM,4.0,1.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,5.0,81.544,MEDIUM,5.0,1.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,6.0,81.569,MEDIUM,6.0,1.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,7.0,81.446,MEDIUM,7.0,1.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,8.0,81.593,MEDIUM,8.0,1.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,9.0,81.51,MEDIUM,9.0,1.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,10.0,81.544,MEDIUM,10.0,1.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,11.0,81.472,MEDIUM,11.0,1.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,12.0,81.756,MEDIUM,12.0,1.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,13.0,81.767,MEDIUM,13.0,1.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,14.0,82.08,MEDIUM,14.0,1.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,15.0,81.729,MEDIUM,15.0,1.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,16.0,82.199,MEDIUM,16.0,1.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,17.0,81.846,MEDIUM,17.0,1.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,18.0,82.02,MEDIUM,18.0,1.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,19.0,81.974,MEDIUM,19.0,1.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,20.0,82.222,MEDIUM,20.0,1.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,21.0,82.275,MEDIUM,21.0,1.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,22.0,81.846,MEDIUM,22.0,1.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,23.0,81.561,MEDIUM,23.0,1.0,5.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,24.0,82.345,MEDIUM,24.0,1.0,4.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,25.0,81.492,MEDIUM,25.0,1.0,3.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,29.0,80.593,HARD,2.0,2.0,9.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,30.0,80.586,HARD,3.0,2.0,9.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,31.0,81.737,HARD,4.0,2.0,8.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,32.0,81.16,HARD,5.0,2.0,8.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,33.0,80.942,HARD,6.0,2.0,8.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,34.0,80.964,HARD,7.0,2.0,8.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,35.0,82.165,HARD,8.0,2.0,8.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,36.0,83.058,HARD,9.0,2.0,8.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,37.0,80.748,HARD,10.0,2.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,38.0,80.546,HARD,11.0,2.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,39.0,80.677,HARD,12.0,2.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,40.0,80.837,HARD,13.0,2.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,41.0,80.639,HARD,14.0,2.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,42.0,80.434,HARD,15.0,2.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,43.0,80.331,HARD,16.0,2.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,44.0,80.843,HARD,17.0,2.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,45.0,80.581,HARD,18.0,2.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,46.0,80.944,HARD,19.0,2.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,47.0,81.069,HARD,20.0,2.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,48.0,80.921,HARD,21.0,2.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,49.0,81.182,HARD,22.0,2.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,50.0,80.698,HARD,23.0,2.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,51.0,80.776,HARD,24.0,2.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,52.0,81.176,HARD,25.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,53.0,81.415,HARD,26.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,54.0,80.841,HARD,27.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,55.0,81.027,HARD,28.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,56.0,81.297,HARD,29.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,57.0,81.664,HARD,30.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,58.0,81.561,HARD,31.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,59.0,80.649,HARD,32.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,60.0,80.629,HARD,33.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,61.0,80.726,HARD,34.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,62.0,80.645,HARD,35.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,HAM,RUS,HAM-RUS,63.0,80.649,HARD,36.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,2.0,81.562,MEDIUM,2.0,1.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,3.0,81.135,MEDIUM,3.0,1.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,4.0,81.628,MEDIUM,4.0,1.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,5.0,81.475,MEDIUM,5.0,1.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,6.0,81.492,MEDIUM,6.0,1.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,7.0,81.267,MEDIUM,7.0,1.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,8.0,81.375,MEDIUM,8.0,1.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,9.0,81.591,MEDIUM,9.0,1.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,10.0,81.596,MEDIUM,10.0,1.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,11.0,81.466,MEDIUM,11.0,1.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,12.0,81.82,MEDIUM,12.0,1.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,13.0,81.867,MEDIUM,13.0,1.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,14.0,81.818,MEDIUM,14.0,1.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,15.0,81.844,MEDIUM,15.0,1.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,16.0,81.767,MEDIUM,16.0,1.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,17.0,81.991,MEDIUM,17.0,1.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,18.0,82.208,MEDIUM,18.0,1.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,19.0,82.03,MEDIUM,19.0,1.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,20.0,82.215,MEDIUM,20.0,1.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,23.0,80.669,HARD,2.0,2.0,9.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,24.0,80.975,HARD,3.0,2.0,9.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,25.0,80.951,HARD,4.0,2.0,9.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,26.0,81.655,HARD,5.0,2.0,9.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,27.0,80.736,HARD,6.0,2.0,8.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,28.0,81.628,HARD,7.0,2.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,29.0,81.444,HARD,8.0,2.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,30.0,82.098,HARD,9.0,2.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,31.0,81.517,HARD,10.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,32.0,81.116,HARD,11.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,33.0,80.934,HARD,12.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,34.0,81.139,HARD,13.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,35.0,81.209,HARD,14.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,36.0,80.902,HARD,15.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,37.0,80.856,HARD,16.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,38.0,80.69,HARD,17.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,39.0,80.924,HARD,18.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,40.0,81.156,HARD,19.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,41.0,81.109,HARD,20.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,42.0,81.077,HARD,21.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,43.0,80.801,HARD,22.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,44.0,81.164,HARD,23.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,45.0,80.928,HARD,24.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,46.0,81.227,HARD,25.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,47.0,81.423,HARD,26.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,48.0,81.391,HARD,27.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,49.0,81.158,HARD,28.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,50.0,81.491,HARD,29.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,51.0,81.145,HARD,30.0,2.0,6.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,54.0,78.589,MEDIUM,4.0,3.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,55.0,79.778,MEDIUM,5.0,3.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,56.0,79.571,MEDIUM,6.0,3.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,57.0,79.457,MEDIUM,7.0,3.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,58.0,79.616,MEDIUM,8.0,3.0,7.0
2024,2022-2024,7,Emilia Romagna Grand Prix,Mercedes,RUS,HAM,HAM-RUS,59.0,79.881,MEDIUM,9.0,3.0,7.0
