driver,race,stint,compound,stint_length,avg_lap_time
DEV,Austrian Grand Prix,4.0,MEDIUM,33.0,70.60234375
DEV,Azerbaijan Grand Prix,1.0,HARD,9.0,109.32325
DEV,Bahrain Grand Prix,1.0,SOFT,10.0,101.10733333333333
DEV,Bahrain Grand Prix,2.0,HARD,15.0,99.34392857142858
DEV,Bahrain Grand Prix,3.0,HARD,29.0,98.90692307692308
DEV,British Grand Prix,1.0,SOFT,26.0,94.12711999999999
DEV,British Grand Prix,2.0,MEDIUM,4.0,92.63066666666667
DEV,British Grand Prix,3.0,SOFT,20.0,92.76928571428572
DEV,Canadian Grand Prix,1.0,MEDIUM,10.0,79.29042857142858
DEV,Canadian Grand Prix,2.0,HARD,38.0,80.44536363636364
DEV,Canadian Grand Prix,3.0,HARD,19.0,76.97250000000001
DEV,Italian Grand Prix,1.0,SOFT,18.0,87.6670625
DEV,Italian Grand Prix,2.0,MEDIUM,27.0,87.11988461538462
DEV,Miami Grand Prix,1.0,MEDIUM,14.0,94.20253846153847
DEV,Miami Grand Prix,2.0,HARD,40.0,92.8704358974359
DEV,Monaco Grand Prix,1.0,MEDIUM,40.0,79.55502564102565
DEV,Monaco Grand Prix,2.0,INTERMEDIATE,24.0,96.27034782608695
DEV,Saudi Arabian Grand Prix,1.0,MEDIUM,16.0,96.93
DEV,Saudi Arabian Grand Prix,2.0,HARD,33.0,95.30596666666666
DEV,Spanish Grand Prix,1.0,SOFT,8.0,82.08828571428572
DEV,Spanish Grand Prix,2.0,HARD,28.0,81.03518518518518
DEV,Spanish Grand Prix,3.0,MEDIUM,27.0,79.24873076923078
DOO,Abu Dhabi Grand Prix,1.0,MEDIUM,21.0,90.90472222222223
DOO,Abu Dhabi Grand Prix,2.0,HARD,35.0,90.01029411764705
GAS,Abu Dhabi Grand Prix,1.0,MEDIUM,16.0,90.76276
GAS,Abu Dhabi Grand Prix,1.0,SOFT,13.0,92.94441666666667
GAS,Abu Dhabi Grand Prix,2.0,HARD,40.0,90.70959340659341
GAS,Abu Dhabi Grand Prix,3.0,HARD,26.0,89.59364
GAS,Australian Grand Prix,1.0,MEDIUM,20.0,85.03506666666667
GAS,Australian Grand Prix,1.0,SOFT,6.0,84.16333333333334
GAS,Australian Grand Prix,2.0,HARD,40.0,83.24583146067415
GAS,Australian Grand Prix,3.0,HARD,14.0,81.71146153846153
GAS,Austrian Grand Prix,1.0,MEDIUM,19.0,71.84553571428572
GAS,Austrian Grand Prix,2.0,HARD,27.0,71.71376086956522
GAS,Austrian Grand Prix,2.0,MEDIUM,13.0,71.3726
GAS,Austrian Grand Prix,3.0,HARD,29.0,70.87907407407407
GAS,Austrian Grand Prix,3.0,MEDIUM,29.0,70.66946153846153
GAS,Austrian Grand Prix,4.0,MEDIUM,27.0,69.70203846153846
GAS,Azerbaijan Grand Prix,1.0,HARD,40.0,109.86610256410258
GAS,Azerbaijan Grand Prix,1.0,MEDIUM,8.0,109.91210000000001
GAS,Azerbaijan Grand Prix,2.0,HARD,40.0,109.29145833333332
GAS,Azerbaijan Grand Prix,3.0,HARD,28.0,106.50718518518518
GAS,Bahrain Grand Prix,1.0,SOFT,16.0,100.11493103448277
GAS,Bahrain Grand Prix,2.0,HARD,18.0,98.55358064516129
GAS,Bahrain Grand Prix,2.0,MEDIUM,17.0,99.42825
GAS,Bahrain Grand Prix,3.0,HARD,14.0,97.75802941176471
GAS,Bahrain Grand Prix,4.0,SOFT,17.0,96.13639285714285
GAS,Belgian Grand Prix,1.0,MEDIUM,9.0,113.11658333333332
GAS,Belgian Grand Prix,1.0,SOFT,22.0,114.98100000000001
GAS,Belgian Grand Prix,2.0,HARD,18.0,111.70607407407407
GAS,Belgian Grand Prix,2.0,MEDIUM,21.0,112.26995
GAS,Belgian Grand Prix,3.0,HARD,16.0,108.10866666666668
GAS,Belgian Grand Prix,3.0,SOFT,22.0,113.978
GAS,British Grand Prix,1.0,MEDIUM,30.0,93.52089655172415
GAS,British Grand Prix,2.0,SOFT,17.0,96.83805
GAS,British Grand Prix,3.0,HARD,10.0,94.874625
GAS,Canadian Grand Prix,1.0,INTERMEDIATE,24.0,91.69039130434783
GAS,Canadian Grand Prix,1.0,MEDIUM,4.0,81.21566666666666
GAS,Canadian Grand Prix,1.0,SOFT,9.0,78.74816666666668
GAS,Canadian Grand Prix,2.0,HARD,30.0,78.9665
GAS,Canadian Grand Prix,2.0,INTERMEDIATE,14.0,89.1499
GAS,Canadian Grand Prix,3.0,HARD,37.0,78.35221176470588
GAS,Chinese Grand Prix,1.0,MEDIUM,10.0,103.38144444444444
GAS,Chinese Grand Prix,2.0,HARD,9.0,101.860375
GAS,Chinese Grand Prix,3.0,HARD,14.0,101.48583333333333
GAS,Chinese Grand Prix,4.0,MEDIUM,18.0,100.40152941176471
GAS,Dutch Grand Prix,1.0,MEDIUM,31.0,77.20949999999999
GAS,Dutch Grand Prix,1.0,SOFT,13.0,78.39844444444445
GAS,Dutch Grand Prix,2.0,HARD,39.0,75.66357894736842
GAS,Dutch Grand Prix,2.0,INTERMEDIATE,15.0,85.463125
GAS,Dutch Grand Prix,2.0,MEDIUM,21.0,77.66089473684211
GAS,Dutch Grand Prix,3.0,HARD,23.0,76.48711111111112
GAS,Dutch Grand Prix,3.0,SOFT,34.0,76.17707407407407
GAS,Dutch Grand Prix,4.0,SOFT,13.0,75.01191666666666
GAS,Dutch Grand Prix,5.0,INTERMEDIATE,2.0,82.681
GAS,Dutch Grand Prix,5.0,SOFT,16.0,75.93791666666667
GAS,Dutch Grand Prix,6.0,INTERMEDIATE,12.0,83.03283333333333
GAS,Emilia Romagna Grand Prix,1.0,INTERMEDIATE,16.0,94.44375000000001
GAS,Emilia Romagna Grand Prix,1.0,SOFT,7.0,82.6655
GAS,Emilia Romagna Grand Prix,2.0,HARD,21.0,82.33095
GAS,Emilia Romagna Grand Prix,2.0,MEDIUM,40.0,82.97951282051282
GAS,Emilia Romagna Grand Prix,3.0,MEDIUM,32.0,82.4550322580645
GAS,French Grand Prix,1.0,HARD,17.0,101.046
GAS,French Grand Prix,2.0,MEDIUM,35.0,99.87725806451614
GAS,Hungarian Grand Prix,1.0,HARD,27.0,85.86896153846153
GAS,Hungarian Grand Prix,1.0,SOFT,15.0,85.96475
GAS,Hungarian Grand Prix,2.0,MEDIUM,29.0,84.8405806451613
GAS,Hungarian Grand Prix,3.0,SOFT,23.0,84.7995
GAS,Italian Grand Prix,1.0,MEDIUM,17.0,87.32967741935484
GAS,Italian Grand Prix,2.0,HARD,29.0,86.777203125
GAS,Italian Grand Prix,3.0,HARD,22.0,84.66280952380951
GAS,Italian Grand Prix,3.0,MEDIUM,19.0,86.55083333333333
GAS,Japanese Grand Prix,1.0,MEDIUM,17.0,100.2871818181818
GAS,Japanese Grand Prix,2.0,HARD,15.0,101.18307407407407
GAS,Japanese Grand Prix,3.0,HARD,19.0,97.92133333333334
GAS,Japanese Grand Prix,3.0,MEDIUM,15.0,98.8765
GAS,Japanese Grand Prix,3.0,WET,4.0,117.895
GAS,Japanese Grand Prix,4.0,HARD,20.0,97.77657894736842
GAS,Japanese Grand Prix,4.0,INTERMEDIATE,11.0,109.6661
GAS,Japanese Grand Prix,5.0,INTERMEDIATE,9.0,108.1405
GAS,Las Vegas Grand Prix,1.0,MEDIUM,16.0,100.03977777777777
GAS,Las Vegas Grand Prix,2.0,HARD,33.0,98.47053125
GAS,Mexico City Grand Prix,1.0,MEDIUM,39.0,84.61416666666666
GAS,Mexico City Grand Prix,2.0,HARD,40.0,82.28504761904762
GAS,Mexico City Grand Prix,2.0,SOFT,30.0,83.30535714285715
GAS,Mexico City Grand Prix,3.0,HARD,40.0,85.43615151515152
GAS,Miami Grand Prix,1.0,MEDIUM,15.0,94.63497297297297
GAS,Miami Grand Prix,2.0,HARD,40.0,93.3701182795699
GAS,Monaco Grand Prix,1.0,HARD,40.0,78.13279487179487
GAS,Monaco Grand Prix,2.0,INTERMEDIATE,20.0,96.36911111111111
GAS,Monaco Grand Prix,2.0,MEDIUM,40.0,81.13906818181819
GAS,Monaco Grand Prix,3.0,INTERMEDIATE,24.0,95.11204347826086
GAS,Monaco Grand Prix,4.0,HARD,40.0,80.47516129032257
GAS,Qatar Grand Prix,1.0,MEDIUM,34.0,87.453
GAS,Qatar Grand Prix,2.0,MEDIUM,19.0,89.30846153846154
GAS,Qatar Grand Prix,3.0,HARD,17.0,87.50925
GAS,Qatar Grand Prix,4.0,HARD,22.0,84.356
GAS,Qatar Grand Prix,4.0,MEDIUM,13.0,87.1275
GAS,Saudi Arabian Grand Prix,1.0,MEDIUM,14.0,96.80108
GAS,Saudi Arabian Grand Prix,2.0,HARD,36.0,94.80412068965518
GAS,Singapore Grand Prix,1.0,INTERMEDIATE,35.0,121.93095454545455
GAS,Singapore Grand Prix,1.0,MEDIUM,36.0,100.55981132075472
GAS,Singapore Grand Prix,2.0,HARD,40.0,100.18245714285715
GAS,Singapore Grand Prix,2.0,MEDIUM,26.0,113.73028571428573
GAS,Singapore Grand Prix,2.0,SOFT,24.0,98.02573913043479
GAS,Spanish Grand Prix,1.0,SOFT,21.0,83.4601081081081
GAS,Spanish Grand Prix,2.0,MEDIUM,23.0,83.51350877192984
GAS,Spanish Grand Prix,3.0,HARD,28.0,79.32598113207547
GAS,Spanish Grand Prix,3.0,SOFT,19.0,88.75753333333334
GAS,Spanish Grand Prix,4.0,SOFT,22.0,88.03166666666667
GAS,São Paulo Grand Prix,1.0,INTERMEDIATE,29.0,85.75696153846154
GAS,São Paulo Grand Prix,1.0,SOFT,18.0,77.67591666666667
GAS,São Paulo Grand Prix,2.0,INTERMEDIATE,37.0,83.62853125
GAS,São Paulo Grand Prix,2.0,MEDIUM,15.0,77.51028571428571
GAS,São Paulo Grand Prix,3.0,SOFT,26.0,77.10848648648648
GAS,São Paulo Grand Prix,4.0,MEDIUM,19.0,76.07636666666667
GAS,São Paulo Grand Prix,5.0,SOFT,25.0,75.01537499999999
GAS,United States Grand Prix,1.0,MEDIUM,17.0,102.92905263157895
GAS,United States Grand Prix,2.0,HARD,38.0,100.98587500000001
GAS,United States Grand Prix,2.0,MEDIUM,18.0,102.29735294117647
GAS,United States Grand Prix,3.0,HARD,25.0,101.94531707317073
HAM,Abu Dhabi Grand Prix,1.0,HARD,33.0,89.9274
HAM,Abu Dhabi Grand Prix,1.0,MEDIUM,17.0,91.54065517241379
HAM,Abu Dhabi Grand Prix,2.0,HARD,36.0,90.179
HAM,Abu Dhabi Grand Prix,2.0,MEDIUM,25.0,87.69943478260869
HAM,Abu Dhabi Grand Prix,3.0,HARD,23.0,89.09445454545454
HAM,Australian Grand Prix,1.0,MEDIUM,21.0,84.622
HAM,Australian Grand Prix,1.0,SOFT,6.0,83.4564
HAM,Australian Grand Prix,2.0,HARD,40.0,83.10848648648648
HAM,Austrian Grand Prix,1.0,MEDIUM,27.0,71.35062222222221
HAM,Austrian Grand Prix,2.0,HARD,31.0,70.55680392156863
HAM,Austrian Grand Prix,2.0,MEDIUM,13.0,70.8089
HAM,Austrian Grand Prix,3.0,HARD,27.0,70.62816
HAM,Austrian Grand Prix,3.0,MEDIUM,18.0,69.9892
HAM,Austrian Grand Prix,4.0,MEDIUM,29.0,69.747
HAM,Azerbaijan Grand Prix,1.0,MEDIUM,11.0,109.67145833333332
HAM,Azerbaijan Grand Prix,2.0,HARD,40.0,108.03325531914894
HAM,Azerbaijan Grand Prix,3.0,HARD,19.0,107.9979375
HAM,Bahrain Grand Prix,1.0,SOFT,14.0,99.21831034482759
HAM,Bahrain Grand Prix,2.0,HARD,20.0,97.9712448979592
HAM,Bahrain Grand Prix,3.0,HARD,27.0,96.5993125
HAM,Bahrain Grand Prix,3.0,MEDIUM,16.0,97.7302
HAM,Bahrain Grand Prix,4.0,SOFT,16.0,96.48485714285714
HAM,Belgian Grand Prix,1.0,MEDIUM,10.0,109.58
HAM,Belgian Grand Prix,1.0,SOFT,11.0,113.2142
HAM,Belgian Grand Prix,2.0,HARD,14.0,108.12076923076923
HAM,Belgian Grand Prix,2.0,MEDIUM,14.0,113.13484615384615
HAM,Belgian Grand Prix,3.0,HARD,18.0,107.09464705882353
HAM,Belgian Grand Prix,3.0,SOFT,14.0,111.24938461538461
HAM,Belgian Grand Prix,4.0,MEDIUM,2.0,107.305
HAM,British Grand Prix,1.0,MEDIUM,31.0,93.17383636363635
HAM,British Grand Prix,2.0,INTERMEDIATE,10.0,101.55533333333334
HAM,British Grand Prix,2.0,MEDIUM,31.0,94.87816666666666
HAM,British Grand Prix,2.0,SOFT,22.0,91.30078571428571
HAM,British Grand Prix,3.0,HARD,5.0,91.66125
HAM,British Grand Prix,3.0,SOFT,15.0,89.76746153846155
HAM,British Grand Prix,4.0,SOFT,13.0,91.8059
HAM,Canadian Grand Prix,1.0,INTERMEDIATE,24.0,90.31204347826088
HAM,Canadian Grand Prix,1.0,MEDIUM,11.0,78.2208125
HAM,Canadian Grand Prix,2.0,HARD,34.0,77.74248148148148
HAM,Canadian Grand Prix,2.0,INTERMEDIATE,17.0,86.86769230769231
HAM,Canadian Grand Prix,3.0,HARD,26.0,76.56421052631579
HAM,Canadian Grand Prix,3.0,MEDIUM,30.0,77.25042105263158
HAM,Canadian Grand Prix,4.0,HARD,16.0,76.497
HAM,Chinese Grand Prix,1.0,SOFT,8.0,103.54928571428572
HAM,Chinese Grand Prix,2.0,MEDIUM,11.0,102.2561
HAM,Chinese Grand Prix,3.0,HARD,35.0,101.27600000000001
HAM,Dutch Grand Prix,1.0,MEDIUM,28.0,78.26957142857142
HAM,Dutch Grand Prix,1.0,SOFT,22.0,77.04780952380952
HAM,Dutch Grand Prix,2.0,HARD,24.0,75.507275
HAM,Dutch Grand Prix,2.0,INTERMEDIATE,5.0,84.877
HAM,Dutch Grand Prix,3.0,MEDIUM,7.0,74.2184
HAM,Dutch Grand Prix,3.0,SOFT,35.0,75.76352941176471
HAM,Dutch Grand Prix,4.0,MEDIUM,24.0,75.12599999999999
HAM,Dutch Grand Prix,4.0,SOFT,14.0,74.73192307692308
HAM,Dutch Grand Prix,5.0,INTERMEDIATE,8.0,82.067
HAM,Dutch Grand Prix,6.0,INTERMEDIATE,14.0,83.86266666666667
HAM,Emilia Romagna Grand Prix,1.0,INTERMEDIATE,17.0,94.05592307692308
HAM,Emilia Romagna Grand Prix,1.0,MEDIUM,26.0,81.95656000000001
HAM,Emilia Romagna Grand Prix,2.0,HARD,36.0,80.99171428571428
HAM,Emilia Romagna Grand Prix,2.0,MEDIUM,40.0,82.6797435897436
HAM,French Grand Prix,1.0,MEDIUM,17.0,99.361125
HAM,French Grand Prix,2.0,HARD,35.0,98.33840625
HAM,Hungarian Grand Prix,1.0,MEDIUM,18.0,84.80513953488372
HAM,Hungarian Grand Prix,2.0,HARD,32.0,84.11518867924528
HAM,Hungarian Grand Prix,2.0,MEDIUM,31.0,83.77616666666667
HAM,Hungarian Grand Prix,3.0,HARD,30.0,82.90217241379311
HAM,Hungarian Grand Prix,3.0,MEDIUM,24.0,82.42044999999999
HAM,Hungarian Grand Prix,3.0,SOFT,21.0,82.5574375
HAM,Italian Grand Prix,1.0,HARD,29.0,87.28428
HAM,Italian Grand Prix,1.0,MEDIUM,32.0,86.73346511627906
HAM,Italian Grand Prix,2.0,HARD,21.0,83.93
HAM,Italian Grand Prix,2.0,MEDIUM,24.0,86.32600000000001
HAM,Italian Grand Prix,2.0,SOFT,13.0,84.948
HAM,Italian Grand Prix,3.0,HARD,16.0,82.68986666666666
HAM,Japanese Grand Prix,1.0,MEDIUM,15.0,99.4337
HAM,Japanese Grand Prix,2.0,HARD,21.0,98.69942857142857
HAM,Japanese Grand Prix,2.0,WET,5.0,115.173
HAM,Japanese Grand Prix,3.0,HARD,19.0,96.92125
HAM,Japanese Grand Prix,3.0,INTERMEDIATE,24.0,108.51680000000002
HAM,Japanese Grand Prix,4.0,MEDIUM,15.0,94.82600000000001
HAM,Las Vegas Grand Prix,1.0,HARD,16.0,100.22330000000001
HAM,Las Vegas Grand Prix,1.0,MEDIUM,12.0,99.54445454545454
HAM,Las Vegas Grand Prix,2.0,HARD,14.0,97.62108333333333
HAM,Las Vegas Grand Prix,2.0,MEDIUM,8.0,98.9302857142857
HAM,Las Vegas Grand Prix,3.0,HARD,24.0,96.96813953488372
HAM,Mexico City Grand Prix,1.0,MEDIUM,28.0,83.38514492753623
HAM,Mexico City Grand Prix,2.0,HARD,40.0,81.9957951807229
HAM,Mexico City Grand Prix,3.0,MEDIUM,40.0,82.61958823529412
HAM,Miami Grand Prix,1.0,HARD,36.0,93.50298275862069
HAM,Miami Grand Prix,1.0,MEDIUM,21.0,95.4278
HAM,Miami Grand Prix,2.0,HARD,35.0,93.72737037037038
HAM,Miami Grand Prix,2.0,MEDIUM,34.0,91.60856818181819
HAM,Monaco Grand Prix,1.0,MEDIUM,30.0,78.30399999999999
HAM,Monaco Grand Prix,1.0,WET,14.0,99.384
HAM,Monaco Grand Prix,2.0,HARD,22.0,78.24414285714286
HAM,Monaco Grand Prix,2.0,MEDIUM,40.0,80.24402564102563
HAM,Monaco Grand Prix,3.0,HARD,28.0,76.15414285714284
HAM,Monaco Grand Prix,3.0,INTERMEDIATE,24.0,94.78860869565217
HAM,Monaco Grand Prix,4.0,MEDIUM,34.0,80.43103030303031
HAM,Qatar Grand Prix,1.0,MEDIUM,33.0,86.374
HAM,Qatar Grand Prix,4.0,HARD,12.0,86.68825
HAM,Qatar Grand Prix,5.0,HARD,23.0,84.78888888888889
HAM,Saudi Arabian Grand Prix,1.0,HARD,38.0,95.85817021276596
HAM,Saudi Arabian Grand Prix,1.0,MEDIUM,35.0,94.29145161290322
HAM,Saudi Arabian Grand Prix,2.0,MEDIUM,32.0,93.93271794871795
HAM,Saudi Arabian Grand Prix,2.0,SOFT,17.0,92.33284615384615
HAM,Singapore Grand Prix,1.0,INTERMEDIATE,33.0,121.10119047619048
HAM,Singapore Grand Prix,1.0,MEDIUM,19.0,100.57277777777777
HAM,Singapore Grand Prix,1.0,SOFT,18.0,98.41393333333333
HAM,Singapore Grand Prix,2.0,HARD,40.0,98.90725423728814
HAM,Singapore Grand Prix,2.0,MEDIUM,25.0,113.04175000000001
HAM,Singapore Grand Prix,3.0,MEDIUM,18.0,97.49335294117647
HAM,Spanish Grand Prix,1.0,SOFT,26.0,80.85141666666667
HAM,Spanish Grand Prix,2.0,MEDIUM,26.0,79.67671428571428
HAM,Spanish Grand Prix,2.0,SOFT,22.0,89.24794736842105
HAM,Spanish Grand Prix,3.0,MEDIUM,25.0,87.24470833333334
HAM,Spanish Grand Prix,3.0,SOFT,26.0,78.52445945945946
HAM,Spanish Grand Prix,4.0,SOFT,21.0,87.09088235294118
HAM,São Paulo Grand Prix,1.0,INTERMEDIATE,26.0,85.67768
HAM,São Paulo Grand Prix,1.0,SOFT,28.0,76.91427272727273
HAM,São Paulo Grand Prix,2.0,INTERMEDIATE,2.0,105.316
HAM,São Paulo Grand Prix,2.0,MEDIUM,18.0,75.74358823529413
HAM,São Paulo Grand Prix,3.0,INTERMEDIATE,37.0,84.8633125
HAM,São Paulo Grand Prix,3.0,SOFT,29.0,77.23551724137931
HAM,São Paulo Grand Prix,4.0,MEDIUM,27.0,76.5405
HAM,São Paulo Grand Prix,5.0,SOFT,28.0,75.39625
HAM,United States Grand Prix,1.0,MEDIUM,19.0,102.59892857142857
HAM,United States Grand Prix,2.0,HARD,21.0,101.59614285714285
HAM,United States Grand Prix,3.0,HARD,22.0,100.76138095238096
HAM,United States Grand Prix,3.0,MEDIUM,18.0,100.08835294117647
HUL,Abu Dhabi Grand Prix,1.0,MEDIUM,12.0,90.95535
HUL,Abu Dhabi Grand Prix,2.0,HARD,40.0,90.06570175438597
HUL,Abu Dhabi Grand Prix,3.0,HARD,25.0,89.81754166666667
HUL,Australian Grand Prix,1.0,HARD,16.0,84.1122
HUL,Australian Grand Prix,1.0,MEDIUM,6.0,84.22233333333334
HUL,Australian Grand Prix,2.0,HARD,40.0,82.65462162162162
HUL,Australian Grand Prix,2.0,MEDIUM,17.0,82.8869375
HUL,Australian Grand Prix,3.0,HARD,21.0,81.91005
HUL,Austrian Grand Prix,1.0,MEDIUM,10.0,71.18644444444445
HUL,Austrian Grand Prix,2.0,HARD,27.0,71.49738461538462
HUL,Austrian Grand Prix,2.0,MEDIUM,13.0,71.51642857142858
HUL,Austrian Grand Prix,3.0,HARD,32.0,70.77113793103447
HUL,Azerbaijan Grand Prix,1.0,HARD,40.0,108.03731428571429
HUL,Azerbaijan Grand Prix,1.0,MEDIUM,14.0,109.9466923076923
HUL,Azerbaijan Grand Prix,2.0,HARD,34.0,108.47809090909091
HUL,Bahrain Grand Prix,1.0,SOFT,18.0,102.06746153846153
HUL,Bahrain Grand Prix,2.0,HARD,18.0,98.59133333333332
HUL,Bahrain Grand Prix,2.0,SOFT,17.0,100.5490625
HUL,Bahrain Grand Prix,3.0,HARD,20.0,97.32648387096775
HUL,Bahrain Grand Prix,3.0,MEDIUM,6.0,99.1648
HUL,Bahrain Grand Prix,4.0,SOFT,19.0,97.10413888888888
HUL,Belgian Grand Prix,1.0,MEDIUM,11.0,113.83806666666666
HUL,Belgian Grand Prix,2.0,HARD,12.0,110.21118181818183
HUL,Belgian Grand Prix,2.0,SOFT,11.0,114.3552
HUL,Belgian Grand Prix,3.0,MEDIUM,24.0,109.49608695652174
HUL,Belgian Grand Prix,3.0,SOFT,20.0,113.21489473684211
HUL,British Grand Prix,1.0,HARD,6.0,95.076
HUL,British Grand Prix,1.0,MEDIUM,25.0,93.789875
HUL,British Grand Prix,2.0,INTERMEDIATE,12.0,102.6638181818182
HUL,British Grand Prix,2.0,MEDIUM,24.0,93.5641304347826
HUL,British Grand Prix,3.0,SOFT,20.0,91.41373076923077
HUL,Canadian Grand Prix,1.0,MEDIUM,10.0,79.081125
HUL,Canadian Grand Prix,1.0,WET,11.0,95.65639999999999
HUL,Canadian Grand Prix,2.0,HARD,19.0,78.72364285714286
HUL,Canadian Grand Prix,2.0,INTERMEDIATE,11.0,87.7832
HUL,Canadian Grand Prix,3.0,HARD,38.0,77.87024324324325
HUL,Canadian Grand Prix,3.0,INTERMEDIATE,18.0,88.41499999999999
HUL,Canadian Grand Prix,4.0,MEDIUM,26.0,79.30515789473684
HUL,Chinese Grand Prix,1.0,MEDIUM,7.0,103.27233333333334
HUL,Chinese Grand Prix,2.0,HARD,12.0,102.1261818181818
HUL,Chinese Grand Prix,3.0,HARD,33.0,101.39428
HUL,Dutch Grand Prix,1.0,MEDIUM,13.0,77.34191666666666
HUL,Dutch Grand Prix,1.0,SOFT,15.0,89.10192857142856
HUL,Dutch Grand Prix,2.0,HARD,40.0,76.29330769230769
HUL,Dutch Grand Prix,2.0,MEDIUM,31.0,77.19015384615385
HUL,Dutch Grand Prix,3.0,SOFT,11.0,74.8308
HUL,Dutch Grand Prix,4.0,INTERMEDIATE,5.0,84.932
HUL,Dutch Grand Prix,6.0,INTERMEDIATE,13.0,84.4035
HUL,Emilia Romagna Grand Prix,1.0,MEDIUM,12.0,82.25645454545455
HUL,Emilia Romagna Grand Prix,2.0,HARD,40.0,82.65123076923078
HUL,Hungarian Grand Prix,1.0,MEDIUM,18.0,86.09207142857143
HUL,Hungarian Grand Prix,2.0,HARD,26.0,85.53755555555556
HUL,Hungarian Grand Prix,3.0,HARD,40.0,84.72933333333333
HUL,Italian Grand Prix,1.0,MEDIUM,16.0,87.52626666666667
HUL,Italian Grand Prix,2.0,HARD,29.0,86.48183333333333
HUL,Italian Grand Prix,3.0,HARD,20.0,84.21136842105264
HUL,Italian Grand Prix,3.0,MEDIUM,14.0,86.3043
HUL,Japanese Grand Prix,1.0,SOFT,7.0,100.29166666666667
HUL,Japanese Grand Prix,2.0,MEDIUM,12.0,100.05166666666668
HUL,Japanese Grand Prix,2.0,SOFT,4.0,100.374
HUL,Japanese Grand Prix,3.0,HARD,27.0,98.93005000000001
HUL,Japanese Grand Prix,4.0,HARD,19.0,96.18472222222222
HUL,Japanese Grand Prix,4.0,MEDIUM,15.0,97.78007142857143
HUL,Las Vegas Grand Prix,1.0,MEDIUM,13.0,100.76011764705882
HUL,Las Vegas Grand Prix,2.0,HARD,18.0,98.99986206896553
HUL,Las Vegas Grand Prix,3.0,HARD,19.0,98.01766666666667
HUL,Mexico City Grand Prix,1.0,MEDIUM,28.0,84.01642857142858
HUL,Mexico City Grand Prix,2.0,HARD,40.0,82.15412765957447
HUL,Mexico City Grand Prix,3.0,MEDIUM,37.0,85.84427777777779
HUL,Miami Grand Prix,1.0,HARD,32.0,93.57912903225807
HUL,Miami Grand Prix,1.0,MEDIUM,11.0,94.2915
HUL,Miami Grand Prix,2.0,HARD,15.0,93.78616666666666
HUL,Miami Grand Prix,2.0,MEDIUM,24.0,92.21808695652174
HUL,Miami Grand Prix,3.0,MEDIUM,29.0,92.5566
HUL,Monaco Grand Prix,2.0,HARD,40.0,78.98051282051281
HUL,Monaco Grand Prix,3.0,INTERMEDIATE,4.0,102.85866666666668
HUL,Monaco Grand Prix,4.0,WET,17.0,95.88368750000001
HUL,Qatar Grand Prix,1.0,MEDIUM,19.0,91.097625
HUL,Qatar Grand Prix,2.0,HARD,29.0,88.06992105263159
HUL,Qatar Grand Prix,3.0,MEDIUM,17.0,88.31318181818182
HUL,Qatar Grand Prix,4.0,HARD,17.0,87.4931875
HUL,Saudi Arabian Grand Prix,1.0,HARD,37.0,96.81966666666668
HUL,Saudi Arabian Grand Prix,1.0,MEDIUM,32.0,95.68340540540541
HUL,Saudi Arabian Grand Prix,2.0,HARD,39.0,94.44196
HUL,Saudi Arabian Grand Prix,2.0,MEDIUM,14.0,94.61359999999999
HUL,Singapore Grand Prix,1.0,MEDIUM,28.0,99.90682222222222
HUL,Singapore Grand Prix,2.0,HARD,40.0,99.81684848484849
HUL,Spanish Grand Prix,1.0,SOFT,11.0,81.9053125
HUL,Spanish Grand Prix,2.0,MEDIUM,25.0,81.17705
HUL,Spanish Grand Prix,3.0,HARD,28.0,79.63250000000001
HUL,Spanish Grand Prix,4.0,MEDIUM,22.0,79.16204761904763
HUL,São Paulo Grand Prix,1.0,INTERMEDIATE,24.0,85.13639130434782
HUL,São Paulo Grand Prix,3.0,SOFT,21.0,78.07123529411764
HUL,São Paulo Grand Prix,4.0,SOFT,27.0,76.92447826086956
HUL,São Paulo Grand Prix,5.0,SOFT,27.0,75.77239130434783
HUL,United States Grand Prix,1.0,HARD,18.0,104.1365294117647
HUL,United States Grand Prix,1.0,MEDIUM,26.0,101.27013636363637
HUL,United States Grand Prix,2.0,HARD,29.0,99.16946428571428
HUL,United States Grand Prix,2.0,MEDIUM,14.0,102.38276923076923
HUL,United States Grand Prix,3.0,MEDIUM,28.0,101.99909523809525
LAT,Abu Dhabi Grand Prix,1.0,MEDIUM,14.0,93.46269230769232
LAT,Abu Dhabi Grand Prix,2.0,HARD,22.0,92.10885714285715
LAT,Abu Dhabi Grand Prix,3.0,MEDIUM,16.0,91.80646666666667
LAT,Australian Grand Prix,1.0,MEDIUM,12.0,87.29114285714286
LAT,Australian Grand Prix,2.0,HARD,10.0,85.397625
LAT,Australian Grand Prix,3.0,HARD,34.0,84.77524137931034
LAT,Austrian Grand Prix,1.0,MEDIUM,11.0,72.3218
LAT,Austrian Grand Prix,2.0,HARD,22.0,72.20809523809524
LAT,Azerbaijan Grand Prix,1.0,MEDIUM,2.0,113.492
LAT,Azerbaijan Grand Prix,2.0,MEDIUM,16.0,111.85619999999999
LAT,Azerbaijan Grand Prix,3.0,HARD,33.0,111.0393448275862
LAT,Bahrain Grand Prix,1.0,SOFT,13.0,102.44641666666666
LAT,Bahrain Grand Prix,2.0,SOFT,17.0,101.1139375
