driver,race,stint,compound,stint_length,avg_lap_time
LAT,Bahrain Grand Prix,3.0,MEDIUM,11.0,100.0888
LAT,Bahrain Grand Prix,4.0,SOFT,15.0,98.85942857142857
LAT,Belgian Grand Prix,2.0,MEDIUM,12.0,116.53889999999998
LAT,Belgian Grand Prix,3.0,HARD,18.0,115.74576470588235
LAT,Belgian Grand Prix,4.0,SOFT,9.0,112.644375
LAT,British Grand Prix,2.0,SOFT,17.0,98.11875
LAT,British Grand Prix,3.0,MEDIUM,18.0,94.84047058823529
LAT,British Grand Prix,4.0,SOFT,14.0,94.06280000000001
LAT,Canadian Grand Prix,1.0,MEDIUM,7.0,81.00066666666667
LAT,Canadian Grand Prix,2.0,HARD,27.0,80.26683333333334
LAT,Canadian Grand Prix,3.0,HARD,33.0,79.376
LAT,Dutch Grand Prix,1.0,SOFT,12.0,79.19072727272727
LAT,Dutch Grand Prix,2.0,MEDIUM,12.0,78.39618181818183
LAT,Dutch Grand Prix,3.0,HARD,27.0,78.36273913043479
LAT,Dutch Grand Prix,5.0,SOFT,17.0,77.15908333333333
LAT,Emilia Romagna Grand Prix,1.0,INTERMEDIATE,17.0,94.73092307692308
LAT,Emilia Romagna Grand Prix,2.0,MEDIUM,40.0,82.77725641025641
LAT,French Grand Prix,1.0,MEDIUM,17.0,101.1576875
LAT,French Grand Prix,2.0,HARD,18.0,100.28982352941176
LAT,French Grand Prix,3.0,MEDIUM,2.0,99.65
LAT,Hungarian Grand Prix,1.0,MEDIUM,17.0,86.31907142857143
LAT,Hungarian Grand Prix,2.0,MEDIUM,20.0,85.64026315789474
LAT,Hungarian Grand Prix,3.0,SOFT,16.0,85.00859999999999
LAT,Hungarian Grand Prix,4.0,SOFT,13.0,84.126
LAT,Italian Grand Prix,1.0,MEDIUM,14.0,88.3575
LAT,Italian Grand Prix,2.0,HARD,31.0,87.4038
LAT,Japanese Grand Prix,3.0,INTERMEDIATE,23.0,109.7789090909091
LAT,Mexico City Grand Prix,1.0,SOFT,22.0,85.87728571428572
LAT,Mexico City Grand Prix,2.0,HARD,28.0,85.41774074074074
LAT,Mexico City Grand Prix,3.0,SOFT,17.0,85.11233333333332
LAT,Miami Grand Prix,1.0,HARD,33.0,96.83203125
LAT,Miami Grand Prix,2.0,MEDIUM,23.0,95.08057142857142
LAT,Monaco Grand Prix,3.0,HARD,20.0,97.04329411764706
LAT,Saudi Arabian Grand Prix,1.0,MEDIUM,14.0,98.29915384615386
LAT,Singapore Grand Prix,1.0,INTERMEDIATE,6.0,127.0968
LAT,Spanish Grand Prix,1.0,SOFT,11.0,91.273
LAT,Spanish Grand Prix,2.0,MEDIUM,13.0,90.68433333333333
LAT,Spanish Grand Prix,3.0,SOFT,23.0,89.91477272727273
LAT,Spanish Grand Prix,4.0,SOFT,17.0,88.93884615384614
LAT,São Paulo Grand Prix,1.0,MEDIUM,19.0,78.88146153846154
LAT,São Paulo Grand Prix,2.0,HARD,11.0,77.9846
LAT,São Paulo Grand Prix,3.0,MEDIUM,19.0,77.65705555555556
LAT,São Paulo Grand Prix,4.0,SOFT,19.0,76.07266666666666
LAT,United States Grand Prix,1.0,MEDIUM,4.0,104.82066666666667
LAT,United States Grand Prix,2.0,MEDIUM,12.0,104.67818181818183
LAT,United States Grand Prix,3.0,HARD,38.0,104.39654838709677
LAW,Abu Dhabi Grand Prix,1.0,MEDIUM,22.0,90.66784210526316
LAW,Abu Dhabi Grand Prix,3.0,HARD,5.0,89.61099999999999
LAW,Abu Dhabi Grand Prix,4.0,HARD,32.0,89.38828
LAW,Dutch Grand Prix,2.0,INTERMEDIATE,13.0,86.26014285714287
LAW,Dutch Grand Prix,3.0,SOFT,5.0,78.2495
LAW,Dutch Grand Prix,4.0,MEDIUM,28.0,77.673875
LAW,Dutch Grand Prix,5.0,SOFT,12.0,75.17418181818182
LAW,Dutch Grand Prix,6.0,INTERMEDIATE,3.0,86.21350000000001
LAW,Dutch Grand Prix,8.0,INTERMEDIATE,16.0,85.1495
LAW,Italian Grand Prix,1.0,MEDIUM,15.0,87.4940909090909
LAW,Italian Grand Prix,2.0,HARD,22.0,87.22405555555555
LAW,Italian Grand Prix,3.0,MEDIUM,20.0,86.288625
LAW,Japanese Grand Prix,1.0,SOFT,9.0,99.8804
LAW,Japanese Grand Prix,2.0,MEDIUM,14.0,100.38345454545455
LAW,Japanese Grand Prix,3.0,HARD,27.0,98.68207692307692
LAW,Las Vegas Grand Prix,1.0,MEDIUM,10.0,100.15088888888889
LAW,Las Vegas Grand Prix,2.0,HARD,27.0,99.55492
LAW,Las Vegas Grand Prix,3.0,HARD,13.0,97.37366666666667
LAW,Mexico City Grand Prix,1.0,HARD,38.0,83.4253125
LAW,Mexico City Grand Prix,2.0,MEDIUM,25.0,81.88095833333334
LAW,Mexico City Grand Prix,3.0,SOFT,5.0,81.98
LAW,Qatar Grand Prix,1.0,MEDIUM,34.0,87.62696666666668
LAW,Qatar Grand Prix,2.0,HARD,17.0,91.78025
LAW,Qatar Grand Prix,3.0,HARD,17.0,89.045375
LAW,Qatar Grand Prix,4.0,MEDIUM,17.0,88.6378125
LAW,Qatar Grand Prix,5.0,SOFT,17.0,87.17286666666668
LAW,Singapore Grand Prix,1.0,MEDIUM,19.0,101.09727777777778
LAW,Singapore Grand Prix,2.0,HARD,40.0,100.85217142857142
LAW,São Paulo Grand Prix,1.0,INTERMEDIATE,29.0,85.37727999999998
LAW,São Paulo Grand Prix,3.0,INTERMEDIATE,40.0,84.94071875
LAW,United States Grand Prix,1.0,HARD,35.0,101.23687096774194
LAW,United States Grand Prix,2.0,MEDIUM,20.0,98.71563157894737
LEC,Abu Dhabi Grand Prix,1.0,MEDIUM,20.0,90.5676
LEC,Abu Dhabi Grand Prix,2.0,HARD,38.0,89.3858988764045
LEC,Abu Dhabi Grand Prix,3.0,HARD,23.0,88.6595
LEC,Australian Grand Prix,1.0,MEDIUM,21.0,83.47391304347826
LEC,Australian Grand Prix,2.0,HARD,36.0,81.98164705882354
LEC,Australian Grand Prix,3.0,HARD,23.0,80.58809090909091
LEC,Austrian Grand Prix,1.0,MEDIUM,25.0,70.665875
LEC,Austrian Grand Prix,2.0,HARD,22.0,70.5045
LEC,Austrian Grand Prix,2.0,MEDIUM,13.0,70.4602
LEC,Austrian Grand Prix,3.0,MEDIUM,31.0,70.38577777777778
LEC,Austrian Grand Prix,4.0,HARD,24.0,69.16747826086956
LEC,Austrian Grand Prix,4.0,MEDIUM,18.0,69.68766666666667
LEC,Austrian Grand Prix,5.0,MEDIUM,26.0,70.12255555555555
LEC,Azerbaijan Grand Prix,1.0,MEDIUM,15.0,108.24433333333333
LEC,Azerbaijan Grand Prix,2.0,HARD,40.0,106.93127848101265
LEC,Bahrain Grand Prix,1.0,SOFT,14.0,98.59678787878788
LEC,Bahrain Grand Prix,2.0,HARD,22.0,97.55682051282051
LEC,Bahrain Grand Prix,2.0,SOFT,18.0,98.13421428571428
LEC,Bahrain Grand Prix,3.0,HARD,23.0,95.62592592592593
LEC,Bahrain Grand Prix,3.0,MEDIUM,14.0,96.88607692307693
LEC,Bahrain Grand Prix,4.0,SOFT,14.0,95.37514285714285
LEC,Belgian Grand Prix,1.0,MEDIUM,11.0,109.90799999999999
LEC,Belgian Grand Prix,1.0,SOFT,12.0,112.92636363636365
LEC,Belgian Grand Prix,2.0,HARD,12.0,108.22145454545453
LEC,Belgian Grand Prix,2.0,MEDIUM,21.0,114.29051515151515
LEC,Belgian Grand Prix,3.0,HARD,19.0,107.39294444444445
LEC,Belgian Grand Prix,3.0,MEDIUM,16.0,112.6334
LEC,Belgian Grand Prix,3.0,SOFT,16.0,111.50173333333333
LEC,Belgian Grand Prix,4.0,SOFT,5.0,109.984
LEC,British Grand Prix,1.0,MEDIUM,18.0,93.1489696969697
LEC,British Grand Prix,2.0,HARD,13.0,92.81175
LEC,British Grand Prix,2.0,INTERMEDIATE,7.0,106.74650000000001
LEC,British Grand Prix,2.0,MEDIUM,23.0,95.97936363636363
LEC,British Grand Prix,3.0,HARD,27.0,92.03672727272728
LEC,British Grand Prix,3.0,INTERMEDIATE,9.0,102.621625
LEC,British Grand Prix,3.0,MEDIUM,20.0,91.9067857142857
LEC,British Grand Prix,4.0,SOFT,14.0,90.41946153846153
LEC,Canadian Grand Prix,1.0,HARD,40.0,79.0304
LEC,Canadian Grand Prix,1.0,INTERMEDIATE,24.0,91.75404347826087
LEC,Canadian Grand Prix,1.0,MEDIUM,38.0,77.86451612903227
LEC,Canadian Grand Prix,2.0,HARD,31.0,76.23176666666667
LEC,Canadian Grand Prix,2.0,MEDIUM,29.0,77.32066666666667
LEC,Canadian Grand Prix,3.0,HARD,2.0,104.706
LEC,Canadian Grand Prix,4.0,INTERMEDIATE,9.0,88.168125
LEC,Chinese Grand Prix,1.0,MEDIUM,20.0,102.16342105263158
LEC,Chinese Grand Prix,2.0,HARD,35.0,100.07912
LEC,Dutch Grand Prix,1.0,MEDIUM,23.0,76.52386363636364
LEC,Dutch Grand Prix,1.0,SOFT,19.0,76.75153333333333
LEC,Dutch Grand Prix,2.0,HARD,40.0,75.18051282051282
LEC,Dutch Grand Prix,2.0,INTERMEDIATE,9.0,86.295125
LEC,Dutch Grand Prix,2.0,MEDIUM,27.0,76.39284615384615
LEC,Dutch Grand Prix,3.0,HARD,10.0,75.586
LEC,Dutch Grand Prix,3.0,SOFT,29.0,77.94113636363636
LEC,Dutch Grand Prix,5.0,SOFT,19.0,74.87958333333334
LEC,Emilia Romagna Grand Prix,1.0,INTERMEDIATE,18.0,91.49835714285715
LEC,Emilia Romagna Grand Prix,1.0,MEDIUM,24.0,81.44186956521739
LEC,Emilia Romagna Grand Prix,2.0,HARD,38.0,80.65935135135136
LEC,Emilia Romagna Grand Prix,2.0,MEDIUM,29.0,81.42378571428571
LEC,Emilia Romagna Grand Prix,3.0,SOFT,3.0,79.0275
LEC,Emilia Romagna Grand Prix,4.0,SOFT,10.0,79.26055555555556
LEC,French Grand Prix,1.0,MEDIUM,17.0,98.8494375
LEC,Hungarian Grand Prix,1.0,MEDIUM,22.0,84.66815094339623
LEC,Hungarian Grand Prix,2.0,HARD,25.0,84.14841025641026
LEC,Hungarian Grand Prix,2.0,MEDIUM,17.0,83.609125
LEC,Hungarian Grand Prix,3.0,HARD,31.0,83.45779487179486
LEC,Hungarian Grand Prix,3.0,MEDIUM,30.0,83.03068965517241
LEC,Hungarian Grand Prix,4.0,SOFT,19.0,82.30799999999999
LEC,Italian Grand Prix,1.0,MEDIUM,19.0,85.94929032258064
LEC,Italian Grand Prix,1.0,SOFT,11.0,85.9555
LEC,Italian Grand Prix,2.0,HARD,38.0,84.77325373134329
LEC,Italian Grand Prix,2.0,MEDIUM,20.0,85.54357894736842
LEC,Italian Grand Prix,3.0,SOFT,14.0,84.73415384615386
LEC,Japanese Grand Prix,1.0,MEDIUM,16.0,99.27327272727274
LEC,Japanese Grand Prix,2.0,MEDIUM,24.0,98.25302702702703
LEC,Japanese Grand Prix,2.0,WET,4.0,111.393
LEC,Japanese Grand Prix,3.0,HARD,27.0,96.47568181818183
LEC,Japanese Grand Prix,3.0,INTERMEDIATE,21.0,108.25619999999999
LEC,Las Vegas Grand Prix,1.0,MEDIUM,20.0,99.24871428571429
LEC,Las Vegas Grand Prix,2.0,HARD,29.0,97.56375555555555
LEC,Las Vegas Grand Prix,3.0,HARD,19.0,96.484
LEC,Mexico City Grand Prix,1.0,MEDIUM,30.0,82.98049999999999
LEC,Mexico City Grand Prix,1.0,SOFT,29.0,84.29488461538462
LEC,Mexico City Grand Prix,2.0,HARD,37.0,80.79302777777778
LEC,Mexico City Grand Prix,2.0,MEDIUM,40.0,83.14994736842105
LEC,Mexico City Grand Prix,3.0,HARD,40.0,82.8592
LEC,Mexico City Grand Prix,3.0,SOFT,5.0,78.336
LEC,Miami Grand Prix,1.0,MEDIUM,23.0,93.77859259259259
LEC,Miami Grand Prix,2.0,HARD,40.0,92.18593750000001
LEC,Monaco Grand Prix,1.0,HARD,40.0,78.09751282051282
LEC,Monaco Grand Prix,1.0,WET,17.0,96.22813333333333
LEC,Monaco Grand Prix,2.0,HARD,40.0,79.592
LEC,Monaco Grand Prix,2.0,MEDIUM,10.0,81.17611111111111
LEC,Monaco Grand Prix,3.0,HARD,4.0,85.358
LEC,Monaco Grand Prix,3.0,INTERMEDIATE,23.0,94.84249999999999
LEC,Monaco Grand Prix,4.0,HARD,40.0,79.41216666666666
LEC,Qatar Grand Prix,1.0,MEDIUM,35.0,86.56313513513514
LEC,Qatar Grand Prix,2.0,MEDIUM,19.0,89.49936363636364
LEC,Qatar Grand Prix,3.0,HARD,17.0,87.138875
LEC,Qatar Grand Prix,4.0,HARD,22.0,83.72706666666666
LEC,Qatar Grand Prix,4.0,MEDIUM,14.0,86.22215384615384
LEC,Saudi Arabian Grand Prix,1.0,MEDIUM,15.0,94.76510526315789
LEC,Saudi Arabian Grand Prix,1.0,SOFT,15.0,95.61749999999999
LEC,Saudi Arabian Grand Prix,2.0,HARD,40.0,93.50971276595745
LEC,Singapore Grand Prix,1.0,INTERMEDIATE,33.0,119.2769090909091
LEC,Singapore Grand Prix,1.0,MEDIUM,35.0,99.00573529411766
LEC,Singapore Grand Prix,1.0,SOFT,22.0,100.32294444444445
LEC,Singapore Grand Prix,2.0,HARD,40.0,98.50888333333334
LEC,Singapore Grand Prix,2.0,MEDIUM,25.0,110.57740000000001
LEC,Spanish Grand Prix,1.0,HARD,15.0,81.59857142857143
LEC,Spanish Grand Prix,1.0,SOFT,23.0,84.4690243902439
LEC,Spanish Grand Prix,2.0,MEDIUM,22.0,80.86496
LEC,Spanish Grand Prix,2.0,SOFT,24.0,80.53108695652173
LEC,Spanish Grand Prix,3.0,HARD,40.0,78.78885714285715
LEC,Spanish Grand Prix,3.0,SOFT,22.0,78.47066666666666
LEC,São Paulo Grand Prix,1.0,INTERMEDIATE,25.0,84.91336363636364
LEC,São Paulo Grand Prix,2.0,INTERMEDIATE,8.0,91.9245
LEC,São Paulo Grand Prix,2.0,MEDIUM,13.0,76.55183333333333
LEC,São Paulo Grand Prix,3.0,INTERMEDIATE,40.0,84.0175
LEC,São Paulo Grand Prix,3.0,SOFT,22.0,76.38042857142857
LEC,São Paulo Grand Prix,4.0,SOFT,28.0,74.94216666666667
LEC,United States Grand Prix,1.0,MEDIUM,25.0,101.85860344827586
LEC,United States Grand Prix,2.0,HARD,33.0,100.39341428571429
LEC,United States Grand Prix,3.0,MEDIUM,21.0,100.62155
MAG,Abu Dhabi Grand Prix,1.0,HARD,27.0,93.34984615384616
MAG,Abu Dhabi Grand Prix,1.0,MEDIUM,11.0,90.94245454545454
MAG,Abu Dhabi Grand Prix,2.0,HARD,16.0,90.74613333333333
MAG,Abu Dhabi Grand Prix,2.0,MEDIUM,29.0,92.14110714285714
MAG,Abu Dhabi Grand Prix,3.0,HARD,35.0,90.5834705882353
MAG,Abu Dhabi Grand Prix,4.0,SOFT,24.0,89.60726086956522
MAG,Abu Dhabi Grand Prix,5.0,SOFT,5.0,85.637
MAG,Australian Grand Prix,1.0,HARD,38.0,85.61410344827587
MAG,Australian Grand Prix,1.0,MEDIUM,6.0,84.209125
MAG,Australian Grand Prix,2.0,HARD,25.0,83.3473043478261
MAG,Australian Grand Prix,2.0,MEDIUM,20.0,83.86270588235294
MAG,Australian Grand Prix,3.0,HARD,40.0,82.95943103448276
MAG,Austrian Grand Prix,1.0,MEDIUM,14.0,71.51190476190476
MAG,Austrian Grand Prix,2.0,HARD,27.0,71.62782
MAG,Austrian Grand Prix,3.0,HARD,33.0,71.55939655172413
MAG,Austrian Grand Prix,4.0,HARD,37.0,71.20888571428571
MAG,Azerbaijan Grand Prix,1.0,MEDIUM,10.0,110.10733333333334
MAG,Azerbaijan Grand Prix,2.0,HARD,40.0,108.57041379310344
MAG,Bahrain Grand Prix,1.0,HARD,14.0,101.48692307692308
MAG,Bahrain Grand Prix,1.0,SOFT,13.0,99.8947619047619
MAG,Bahrain Grand Prix,2.0,HARD,20.0,98.37351612903227
MAG,Bahrain Grand Prix,2.0,SOFT,22.0,99.37505555555555
MAG,Bahrain Grand Prix,3.0,HARD,24.0,96.5014347826087
MAG,Bahrain Grand Prix,3.0,MEDIUM,10.0,97.83833333333332
MAG,Bahrain Grand Prix,3.0,SOFT,10.0,97.8848888888889
MAG,Bahrain Grand Prix,4.0,SOFT,16.0,97.56995454545454
MAG,Belgian Grand Prix,1.0,MEDIUM,16.0,112.73966666666666
MAG,Belgian Grand Prix,1.0,SOFT,4.0,115.21
MAG,Belgian Grand Prix,2.0,HARD,27.0,111.26252500000001
MAG,Belgian Grand Prix,2.0,MEDIUM,19.0,114.41055555555555
MAG,Belgian Grand Prix,3.0,MEDIUM,19.0,113.55166666666666
MAG,British Grand Prix,1.0,MEDIUM,31.0,94.33387272727273
MAG,British Grand Prix,2.0,INTERMEDIATE,9.0,104.336
MAG,British Grand Prix,2.0,MEDIUM,22.0,97.21252631578948
MAG,British Grand Prix,3.0,MEDIUM,30.0,93.960125
MAG,British Grand Prix,3.0,SOFT,15.0,91.28721428571428
MAG,Canadian Grand Prix,1.0,HARD,34.0,78.86161538461539
MAG,Canadian Grand Prix,1.0,MEDIUM,6.0,79.94160000000001
MAG,Canadian Grand Prix,1.0,WET,6.0,95.2244
MAG,Canadian Grand Prix,2.0,HARD,40.0,79.13948571428571
MAG,Canadian Grand Prix,2.0,INTERMEDIATE,17.0,89.17925
MAG,Canadian Grand Prix,2.0,MEDIUM,17.0,77.8991875
MAG,Canadian Grand Prix,3.0,INTERMEDIATE,15.0,89.09163636363637
MAG,Canadian Grand Prix,3.0,MEDIUM,16.0,76.73006666666667
MAG,Canadian Grand Prix,4.0,MEDIUM,11.0,83.1414
MAG,Canadian Grand Prix,5.0,MEDIUM,16.0,78.21916666666667
MAG,Chinese Grand Prix,1.0,HARD,16.0,103.84566666666666
MAG,Chinese Grand Prix,2.0,HARD,3.0,101.209
MAG,Chinese Grand Prix,3.0,MEDIUM,29.0,101.92816
MAG,Dutch Grand Prix,1.0,HARD,39.0,77.51813157894736
MAG,Dutch Grand Prix,1.0,MEDIUM,13.0,79.13666666666667
MAG,Dutch Grand Prix,2.0,INTERMEDIATE,7.0,86.08383333333332
MAG,Dutch Grand Prix,2.0,MEDIUM,31.0,76.99508333333334
MAG,Dutch Grand Prix,3.0,HARD,11.0,76.9097
MAG,Dutch Grand Prix,3.0,SOFT,25.0,77.8725
MAG,Dutch Grand Prix,4.0,MEDIUM,24.0,76.31482608695651
MAG,Dutch Grand Prix,4.0,SOFT,10.0,75.45233333333333
MAG,Dutch Grand Prix,5.0,INTERMEDIATE,2.0,86.2
MAG,Dutch Grand Prix,5.0,SOFT,28.0,76.62400000000001
MAG,Dutch Grand Prix,7.0,INTERMEDIATE,12.0,85.14633333333335
MAG,Emilia Romagna Grand Prix,1.0,INTERMEDIATE,17.0,93.53492307692308
MAG,Emilia Romagna Grand Prix,1.0,MEDIUM,36.0,82.99065714285713
MAG,Emilia Romagna Grand Prix,2.0,HARD,25.0,81.72716666666666
MAG,Emilia Romagna Grand Prix,2.0,MEDIUM,40.0,82.48713513513513
MAG,French Grand Prix,1.0,MEDIUM,7.0,100.45433333333334
MAG,French Grand Prix,2.0,HARD,9.0,100.0905
MAG,French Grand Prix,3.0,HARD,19.0,100.19470588235293
MAG,Hungarian Grand Prix,1.0,MEDIUM,13.0,86.18407142857143
MAG,Hungarian Grand Prix,1.0,SOFT,5.0,86.33500000000001
MAG,Hungarian Grand Prix,2.0,HARD,29.0,85.9357564102564
MAG,Hungarian Grand Prix,3.0,HARD,35.0,84.95775409836065
MAG,Hungarian Grand Prix,3.0,MEDIUM,30.0,84.62793103448276
MAG,Hungarian Grand Prix,4.0,SOFT,2.0,86.554
MAG,Italian Grand Prix,1.0,HARD,15.0,88.4085
MAG,Italian Grand Prix,1.0,MEDIUM,23.0,87.63342424242424
MAG,Italian Grand Prix,2.0,HARD,39.0,85.53848275862069
MAG,Italian Grand Prix,2.0,MEDIUM,20.0,87.45778947368422
MAG,Italian Grand Prix,3.0,MEDIUM,17.0,86.833125
MAG,Japanese Grand Prix,1.0,MEDIUM,11.0,100.59085714285713
MAG,Japanese Grand Prix,2.0,HARD,18.0,99.686125
MAG,Japanese Grand Prix,2.0,MEDIUM,20.0,101.5811052631579
MAG,Japanese Grand Prix,2.0,WET,4.0,118.579
MAG,Japanese Grand Prix,3.0,HARD,30.0,98.17665306122448
MAG,Japanese Grand Prix,3.0,INTERMEDIATE,21.0,110.16990000000001
MAG,Las Vegas Grand Prix,1.0,MEDIUM,16.0,100.9985
MAG,Las Vegas Grand Prix,2.0,HARD,33.0,98.5917380952381
MAG,Las Vegas Grand Prix,3.0,HARD,24.0,98.48886363636365
MAG,Mexico City Grand Prix,1.0,MEDIUM,37.0,84.82406410256411
MAG,Mexico City Grand Prix,2.0,HARD,40.0,81.75641304347826
MAG,Mexico City Grand Prix,2.0,SOFT,35.0,84.01458620689655
MAG,Miami Grand Prix,1.0,HARD,21.0,94.5694
MAG,Miami Grand Prix,1.0,MEDIUM,13.0,94.89054545454546
MAG,Miami Grand Prix,2.0,HARD,40.0,93.59624615384615
MAG,Miami Grand Prix,2.0,MEDIUM,5.0,93.51975
MAG,Miami Grand Prix,3.0,MEDIUM,14.0,95.0803
MAG,Miami Grand Prix,4.0,MEDIUM,29.0,92.43212
MAG,Monaco Grand Prix,1.0,HARD,40.0,79.52928205128205
MAG,Monaco Grand Prix,1.0,WET,19.0,99.26229411764706
MAG,Monaco Grand Prix,2.0,WET,14.0,104.28730769230768
MAG,Qatar Grand Prix,1.0,MEDIUM,26.0,87.20286363636363
MAG,Qatar Grand Prix,2.0,HARD,7.0,85.69749999999999
MAG,Qatar Grand Prix,2.0,MEDIUM,17.0,91.78093750000001
MAG,Qatar Grand Prix,3.0,HARD,17.0,88.5379375
MAG,Qatar Grand Prix,4.0,HARD,30.0,86.53325806451613
MAG,Saudi Arabian Grand Prix,1.0,HARD,38.0,95.94633333333333
MAG,Saudi Arabian Grand Prix,1.0,MEDIUM,7.0,96.56136363636364
MAG,Saudi Arabian Grand Prix,2.0,HARD,40.0,95.00258904109589
MAG,Saudi Arabian Grand Prix,2.0,MEDIUM,15.0,93.22659999999999
MAG,Singapore Grand Prix,1.0,HARD,27.0,99.93634615384615
MAG,Singapore Grand Prix,1.0,INTERMEDIATE,6.0,125.5318
MAG,Singapore Grand Prix,1.0,MEDIUM,19.0,101.04777777777778
MAG,Singapore Grand Prix,2.0,HARD,22.0,101.7055
MAG,Singapore Grand Prix,2.0,INTERMEDIATE,28.0,121.39388235294118
MAG,Singapore Grand Prix,2.0,MEDIUM,20.0,98.65552631578947
MAG,Singapore Grand Prix,3.0,MEDIUM,26.0,114.37045
MAG,Singapore Grand Prix,3.0,SOFT,22.0,98.7645
MAG,Spanish Grand Prix,1.0,SOFT,9.0,82.24025
MAG,Spanish Grand Prix,2.0,MEDIUM,27.0,85.51472727272728
MAG,Spanish Grand Prix,3.0,HARD,36.0,84.41497647058824
MAG,Spanish Grand Prix,4.0,MEDIUM,23.0,79.59627272727272
MAG,United States Grand Prix,1.0,HARD,17.0,105.1254375
MAG,United States Grand Prix,1.0,MEDIUM,16.0,102.60864999999998
MAG,United States Grand Prix,2.0,HARD,20.0,102.02133333333333
MAG,United States Grand Prix,2.0,MEDIUM,38.0,103.39116129032259
MAG,United States Grand Prix,3.0,MEDIUM,26.0,100.97438095238095
MSC,Abu Dhabi Grand Prix,1.0,MEDIUM,13.0,92.90058333333333
MSC,Abu Dhabi Grand Prix,2.0,HARD,19.0,91.73405555555556
MSC,Abu Dhabi Grand Prix,3.0,MEDIUM,23.0,92.02522727272728
MSC,Australian Grand Prix,1.0,MEDIUM,15.0,86.788375
MSC,Australian Grand Prix,2.0,HARD,40.0,84.66536363636364
MSC,Austrian Grand Prix,1.0,MEDIUM,15.0,71.75364285714286
MSC,Austrian Grand Prix,2.0,HARD,26.0,71.3616
MSC,Azerbaijan Grand Prix,1.0,HARD,8.0,112.24457142857143
MSC,Azerbaijan Grand Prix,2.0,MEDIUM,15.0,110.78283333333333
MSC,Azerbaijan Grand Prix,3.0,HARD,27.0,109.60743478260869
MSC,Bahrain Grand Prix,1.0,SOFT,11.0,102.088
MSC,Bahrain Grand Prix,2.0,MEDIUM,22.0,100.32428571428571
MSC,Bahrain Grand Prix,3.0,SOFT,24.0,98.547
MSC,Belgian Grand Prix,1.0,MEDIUM,13.0,116.96677777777778
MSC,Belgian Grand Prix,2.0,HARD,15.0,115.28214285714286
MSC,Belgian Grand Prix,3.0,MEDIUM,13.0,113.46458333333334
MSC,British Grand Prix,2.0,MEDIUM,17.0,97.101125
MSC,British Grand Prix,3.0,HARD,18.0,94.26794117647059
MSC,British Grand Prix,4.0,SOFT,13.0,92.7749
MSC,Canadian Grand Prix,1.0,MEDIUM,18.0,79.50753333333334
MSC,Dutch Grand Prix,1.0,MEDIUM,12.0,78.11509090909091
MSC,Dutch Grand Prix,2.0,MEDIUM,19.0,77.69644444444445
MSC,Dutch Grand Prix,3.0,HARD,12.0,77.15545454545455
MSC,Dutch Grand Prix,4.0,SOFT,9.0,75.65
MSC,Dutch Grand Prix,5.0,SOFT,27.0,76.34175
MSC,Emilia Romagna Grand Prix,1.0,INTERMEDIATE,17.0,94.79907692307691
MSC,Emilia Romagna Grand Prix,2.0,MEDIUM,35.0,83.1048125
MSC,Emilia Romagna Grand Prix,3.0,SOFT,10.0,80.069
MSC,French Grand Prix,1.0,MEDIUM,8.0,100.894
MSC,French Grand Prix,2.0,HARD,8.0,100.47442857142858
MSC,French Grand Prix,3.0,HARD,35.0,100.2216129032258
MSC,Hungarian Grand Prix,1.0,MEDIUM,20.0,85.93541176470589
MSC,Hungarian Grand Prix,2.0,HARD,19.0,85.95700000000001
MSC,Hungarian Grand Prix,3.0,MEDIUM,28.0,84.31092000000001
MSC,Italian Grand Prix,1.0,MEDIUM,32.0,87.93426666666667
MSC,Italian Grand Prix,2.0,SOFT,13.0,86.32808333333332
MSC,Japanese Grand Prix,2.0,WET,8.0,115.39320000000001
MSC,Japanese Grand Prix,3.0,INTERMEDIATE,17.0,109.688125
MSC,Mexico City Grand Prix,1.0,SOFT,28.0,85.86931818181819
MSC,Mexico City Grand Prix,2.0,MEDIUM,39.0,84.50957894736842
MSC,Miami Grand Prix,1.0,MEDIUM,13.0,96.31599999999999
MSC,Miami Grand Prix,2.0,HARD,39.0,94.76677419354839
MSC,Miami Grand Prix,3.0,MEDIUM,3.0,92.8665
MSC,Monaco Grand Prix,1.0,WET,3.0,109.408
MSC,Monaco Grand Prix,2.0,INTERMEDIATE,12.0,98.188
MSC,Singapore Grand Prix,1.0,INTERMEDIATE,33.0,122.45334782608697
MSC,Singapore Grand Prix,2.0,MEDIUM,6.0,120.769
MSC,Singapore Grand Prix,3.0,SOFT,17.0,113.6565
MSC,Spanish Grand Prix,1.0,SOFT,13.0,90.42830000000001
MSC,Spanish Grand Prix,2.0,SOFT,20.0,89.957
MSC,Spanish Grand Prix,3.0,MEDIUM,35.0,89.44620588235294
MSC,São Paulo Grand Prix,1.0,MEDIUM,23.0,78.10429411764706
MSC,São Paulo Grand Prix,2.0,SOFT,21.0,77.21905000000001
MSC,São Paulo Grand Prix,3.0,SOFT,29.0,76.178
MSC,United States Grand Prix,1.0,HARD,17.0,104.9944375
MSC,United States Grand Prix,2.0,MEDIUM,14.0,103.46685714285715
MSC,United States Grand Prix,3.0,HARD,23.0,103.09400000000001
NOR,Abu Dhabi Grand Prix,1.0,MEDIUM,25.0,90.34670212765958
NOR,Abu Dhabi Grand Prix,2.0,HARD,32.0,89.47935616438356
