year,era,round,race_name,team,driver,teammate,pair,pit_duration_s,lap_number
2024,2022-2024,11,Austrian Grand Prix,Alpine,GAS,OCO,GAS-OCO,21.413,20.0
2024,2022-2024,11,Austrian Grand Prix,Alpine,GAS,OCO,GAS-OCO,22.138,42.0
2024,2022-2024,11,Austrian Grand Prix,Alpine,OCO,GAS,GAS-OCO,22.306,19.0
2024,2022-2024,11,Austrian Grand Prix,Alpine,OCO,GAS,GAS-OCO,21.148,43.0
2024,2022-2024,11,Austrian Grand Prix,Aston Martin,ALO,STR,ALO-STR,21.438,11.0
2024,2022-2024,11,Austrian Grand Prix,Aston Martin,ALO,STR,ALO-STR,34.022,35.0
2024,2022-2024,11,Austrian Grand Prix,Aston Martin,ALO,STR,ALO-STR,22.507,68.0
2024,2022-2024,11,Austrian Grand Prix,Aston Martin,STR,ALO,ALO-STR,21.476,20.0
2024,2022-2024,11,Austrian Grand Prix,Aston Martin,STR,ALO,ALO-STR,21.526,43.0
2024,2022-2024,11,Austrian Grand Prix,Ferrari,LEC,SAI,LEC-SAI,31.935,1.0
2024,2022-2024,11,Austrian Grand Prix,Ferrari,LEC,SAI,LEC-SAI,21.635,16.0
2024,2022-2024,11,Austrian Grand Prix,Ferrari,LEC,SAI,LEC-SAI,22.234,33.0
2024,2022-2024,11,Austrian Grand Prix,Ferrari,LEC,SAI,LEC-SAI,20.785,51.0
2024,2022-2024,11,Austrian Grand Prix,Ferrari,SAI,LEC,LEC-SAI,21.205,22.0
2024,2022-2024,11,Austrian Grand Prix,Ferrari,SAI,LEC,LEC-SAI,21.148,47.0
2024,2022-2024,11,Austrian Grand Prix,Haas F1 Team,HUL,MAG,HUL-MAG,22.367,11.0
2024,2022-2024,11,Austrian Grand Prix,Haas F1 Team,HUL,MAG,HUL-MAG,21.75,39.0
2024,2022-2024,11,Austrian Grand Prix,Haas F1 Team,MAG,HUL,HUL-MAG,21.57,10.0
2024,2022-2024,11,Austrian Grand Prix,Haas F1 Team,MAG,HUL,HUL-MAG,21.736,38.0
2024,2022-2024,11,Austrian Grand Prix,Kick Sauber,BOT,ZHO,BOT-ZHO,21.927,19.0
2024,2022-2024,11,Austrian Grand Prix,Kick Sauber,BOT,ZHO,BOT-ZHO,21.937,42.0
2024,2022-2024,11,Austrian Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,23.164,28.0
2024,2022-2024,11,Austrian Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,21.538,51.0
2024,2022-2024,11,Austrian Grand Prix,McLaren,NOR,PIA,NOR-PIA,21.518,23.0
2024,2022-2024,11,Austrian Grand Prix,McLaren,NOR,PIA,NOR-PIA,21.4,51.0
2024,2022-2024,11,Austrian Grand Prix,McLaren,PIA,NOR,NOR-PIA,20.996,25.0
2024,2022-2024,11,Austrian Grand Prix,McLaren,PIA,NOR,NOR-PIA,20.693,51.0
2024,2022-2024,11,Austrian Grand Prix,Mercedes,HAM,RUS,HAM-RUS,21.653,21.0
2024,2022-2024,11,Austrian Grand Prix,Mercedes,HAM,RUS,HAM-RUS,27.276,53.0
2024,2022-2024,11,Austrian Grand Prix,Mercedes,RUS,HAM,HAM-RUS,21.596,22.0
2024,2022-2024,11,Austrian Grand Prix,Mercedes,RUS,HAM,HAM-RUS,21.298,46.0
2024,2022-2024,11,Austrian Grand Prix,RB,RIC,TSU,RIC-TSU,21.439,10.0
2024,2022-2024,11,Austrian Grand Prix,RB,RIC,TSU,RIC-TSU,20.914,37.0
2024,2022-2024,11,Austrian Grand Prix,RB,TSU,RIC,RIC-TSU,21.431,21.0
2024,2022-2024,11,Austrian Grand Prix,RB,TSU,RIC,RIC-TSU,23.496,44.0
2024,2022-2024,11,Austrian Grand Prix,Red Bull Racing,PER,VER,PER-VER,21.086,21.0
2024,2022-2024,11,Austrian Grand Prix,Red Bull Racing,PER,VER,PER-VER,27.56,51.0
2024,2022-2024,11,Austrian Grand Prix,Red Bull Racing,VER,PER,PER-VER,22.101,23.0
2024,2022-2024,11,Austrian Grand Prix,Red Bull Racing,VER,PER,PER-VER,25.918,51.0
2024,2022-2024,11,Austrian Grand Prix,Red Bull Racing,VER,PER,PER-VER,22.743,64.0
2024,2022-2024,11,Austrian Grand Prix,Williams,ALB,SAR,ALB-SAR,21.729,12.0
2024,2022-2024,11,Austrian Grand Prix,Williams,ALB,SAR,ALB-SAR,21.668,39.0
2024,2022-2024,11,Austrian Grand Prix,Williams,SAR,ALB,ALB-SAR,31.705,1.0
2024,2022-2024,11,Austrian Grand Prix,Williams,SAR,ALB,ALB-SAR,22.482,20.0
2024,2022-2024,11,Austrian Grand Prix,Williams,SAR,ALB,ALB-SAR,22.162,49.0
2024,2022-2024,12,British Grand Prix,Aston Martin,ALO,STR,ALO-STR,29.378,27.0
2024,2022-2024,12,British Grand Prix,Aston Martin,ALO,STR,ALO-STR,29.719,38.0
2024,2022-2024,12,British Grand Prix,Aston Martin,STR,ALO,ALO-STR,29.055,26.0
2024,2022-2024,12,British Grand Prix,Aston Martin,STR,ALO,ALO-STR,29.434,39.0
2024,2022-2024,12,British Grand Prix,Ferrari,LEC,SAI,LEC-SAI,28.545,19.0
2024,2022-2024,12,British Grand Prix,Ferrari,LEC,SAI,LEC-SAI,29.206,27.0
2024,2022-2024,12,British Grand Prix,Ferrari,LEC,SAI,LEC-SAI,29.079,37.0
2024,2022-2024,12,British Grand Prix,Ferrari,SAI,LEC,LEC-SAI,29.266,26.0
2024,2022-2024,12,British Grand Prix,Ferrari,SAI,LEC,LEC-SAI,28.927,39.0
2024,2022-2024,12,British Grand Prix,Ferrari,SAI,LEC,LEC-SAI,28.671,50.0
2024,2022-2024,12,British Grand Prix,Haas F1 Team,HUL,MAG,HUL-MAG,29.459,26.0
2024,2022-2024,12,British Grand Prix,Haas F1 Team,HUL,MAG,HUL-MAG,30.464,39.0
2024,2022-2024,12,British Grand Prix,Haas F1 Team,MAG,HUL,HUL-MAG,30.165,27.0
2024,2022-2024,12,British Grand Prix,Haas F1 Team,MAG,HUL,HUL-MAG,29.884,37.0
2024,2022-2024,12,British Grand Prix,Kick Sauber,BOT,ZHO,BOT-ZHO,30.597,26.0
2024,2022-2024,12,British Grand Prix,Kick Sauber,BOT,ZHO,BOT-ZHO,31.512,37.0
2024,2022-2024,12,British Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,29.143,12.0
2024,2022-2024,12,British Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,29.896,19.0
2024,2022-2024,12,British Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,29.073,26.0
2024,2022-2024,12,British Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,32.983,37.0
2024,2022-2024,12,British Grand Prix,McLaren,NOR,PIA,NOR-PIA,28.743,27.0
2024,2022-2024,12,British Grand Prix,McLaren,NOR,PIA,NOR-PIA,30.361,39.0
2024,2022-2024,12,British Grand Prix,McLaren,PIA,NOR,NOR-PIA,29.595,28.0
2024,2022-2024,12,British Grand Prix,McLaren,PIA,NOR,NOR-PIA,29.341,38.0
2024,2022-2024,12,British Grand Prix,Mercedes,HAM,RUS,HAM-RUS,28.989,27.0
2024,2022-2024,12,British Grand Prix,Mercedes,HAM,RUS,HAM-RUS,30.037,38.0
2024,2022-2024,12,British Grand Prix,Mercedes,RUS,HAM,HAM-RUS,32.139,27.0
2024,2022-2024,12,British Grand Prix,RB,RIC,TSU,RIC-TSU,28.811,26.0
2024,2022-2024,12,British Grand Prix,RB,RIC,TSU,RIC-TSU,29.966,37.0
2024,2022-2024,12,British Grand Prix,RB,TSU,RIC,RIC-TSU,29.94,27.0
2024,2022-2024,12,British Grand Prix,RB,TSU,RIC,RIC-TSU,29.681,38.0
2024,2022-2024,12,British Grand Prix,Red Bull Racing,PER,VER,PER-VER,28.303,19.0
2024,2022-2024,12,British Grand Prix,Red Bull Racing,PER,VER,PER-VER,32.366,28.0
2024,2022-2024,12,British Grand Prix,Red Bull Racing,PER,VER,PER-VER,29.196,37.0
2024,2022-2024,12,British Grand Prix,Red Bull Racing,PER,VER,PER-VER,28.895,47.0
2024,2022-2024,12,British Grand Prix,Red Bull Racing,VER,PER,PER-VER,28.466,26.0
2024,2022-2024,12,British Grand Prix,Red Bull Racing,VER,PER,PER-VER,29.156,38.0
2024,2022-2024,12,British Grand Prix,Williams,ALB,SAR,ALB-SAR,34.753,27.0
2024,2022-2024,12,British Grand Prix,Williams,ALB,SAR,ALB-SAR,29.515,38.0
2024,2022-2024,12,British Grand Prix,Williams,SAR,ALB,ALB-SAR,32.857,27.0
2024,2022-2024,12,British Grand Prix,Williams,SAR,ALB,ALB-SAR,29.435,38.0
2024,2022-2024,13,Hungarian Grand Prix,Alpine,GAS,OCO,GAS-OCO,21.397,28.0
2024,2022-2024,13,Hungarian Grand Prix,Alpine,OCO,GAS,GAS-OCO,21.942,6.0
2024,2022-2024,13,Hungarian Grand Prix,Alpine,OCO,GAS,GAS-OCO,21.375,30.0
2024,2022-2024,13,Hungarian Grand Prix,Alpine,OCO,GAS,GAS-OCO,21.169,64.0
2024,2022-2024,13,Hungarian Grand Prix,Aston Martin,ALO,STR,ALO-STR,22.538,7.0
2024,2022-2024,13,Hungarian Grand Prix,Aston Martin,ALO,STR,ALO-STR,21.879,37.0
2024,2022-2024,13,Hungarian Grand Prix,Aston Martin,STR,ALO,ALO-STR,23.375,14.0
2024,2022-2024,13,Hungarian Grand Prix,Aston Martin,STR,ALO,ALO-STR,22.378,45.0
2024,2022-2024,13,Hungarian Grand Prix,Ferrari,LEC,SAI,LEC-SAI,21.872,23.0
2024,2022-2024,13,Hungarian Grand Prix,Ferrari,LEC,SAI,LEC-SAI,21.653,40.0
2024,2022-2024,13,Hungarian Grand Prix,Ferrari,SAI,LEC,LEC-SAI,21.545,21.0
2024,2022-2024,13,Hungarian Grand Prix,Ferrari,SAI,LEC,LEC-SAI,21.487,47.0
2024,2022-2024,13,Hungarian Grand Prix,Haas F1 Team,HUL,MAG,HUL-MAG,22.364,2.0
2024,2022-2024,13,Hungarian Grand Prix,Haas F1 Team,HUL,MAG,HUL-MAG,22.566,29.0
2024,2022-2024,13,Hungarian Grand Prix,Haas F1 Team,MAG,HUL,HUL-MAG,21.891,6.0
2024,2022-2024,13,Hungarian Grand Prix,Haas F1 Team,MAG,HUL,HUL-MAG,22.485,34.0
2024,2022-2024,13,Hungarian Grand Prix,Kick Sauber,BOT,ZHO,BOT-ZHO,22.136,16.0
2024,2022-2024,13,Hungarian Grand Prix,Kick Sauber,BOT,ZHO,BOT-ZHO,21.897,45.0
2024,2022-2024,13,Hungarian Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,21.931,7.0
2024,2022-2024,13,Hungarian Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,22.177,36.0
2024,2022-2024,13,Hungarian Grand Prix,McLaren,NOR,PIA,NOR-PIA,21.726,17.0
2024,2022-2024,13,Hungarian Grand Prix,McLaren,NOR,PIA,NOR-PIA,21.279,45.0
2024,2022-2024,13,Hungarian Grand Prix,McLaren,PIA,NOR,NOR-PIA,21.672,18.0
2024,2022-2024,13,Hungarian Grand Prix,McLaren,PIA,NOR,NOR-PIA,21.856,47.0
2024,2022-2024,13,Hungarian Grand Prix,Mercedes,HAM,RUS,HAM-RUS,21.313,16.0
2024,2022-2024,13,Hungarian Grand Prix,Mercedes,HAM,RUS,HAM-RUS,21.93,40.0
2024,2022-2024,13,Hungarian Grand Prix,Mercedes,RUS,HAM,HAM-RUS,21.376,33.0
2024,2022-2024,13,Hungarian Grand Prix,Mercedes,RUS,HAM,HAM-RUS,21.315,53.0
2024,2022-2024,13,Hungarian Grand Prix,RB,RIC,TSU,RIC-TSU,21.08,7.0
2024,2022-2024,13,Hungarian Grand Prix,RB,RIC,TSU,RIC-TSU,21.394,28.0
2024,2022-2024,13,Hungarian Grand Prix,RB,TSU,RIC,RIC-TSU,21.478,29.0
2024,2022-2024,13,Hungarian Grand Prix,Red Bull Racing,PER,VER,PER-VER,21.323,28.0
2024,2022-2024,13,Hungarian Grand Prix,Red Bull Racing,PER,VER,PER-VER,21.06,47.0
2024,2022-2024,13,Hungarian Grand Prix,Red Bull Racing,VER,PER,PER-VER,22.243,21.0
2024,2022-2024,13,Hungarian Grand Prix,Red Bull Racing,VER,PER,PER-VER,21.329,49.0
2024,2022-2024,13,Hungarian Grand Prix,Williams,ALB,SAR,ALB-SAR,22.081,6.0
2024,2022-2024,13,Hungarian Grand Prix,Williams,ALB,SAR,ALB-SAR,23.581,29.0
2024,2022-2024,13,Hungarian Grand Prix,Williams,SAR,ALB,ALB-SAR,21.682,8.0
2024,2022-2024,13,Hungarian Grand Prix,Williams,SAR,ALB,ALB-SAR,21.421,33.0
2024,2022-2024,13,Hungarian Grand Prix,Williams,SAR,ALB,ALB-SAR,21.875,63.0
2024,2022-2024,14,Belgian Grand Prix,Alpine,GAS,OCO,GAS-OCO,23.017,9.0
2024,2022-2024,14,Belgian Grand Prix,Alpine,GAS,OCO,GAS-OCO,22.862,28.0
2024,2022-2024,14,Belgian Grand Prix,Alpine,OCO,GAS,GAS-OCO,23.447,12.0
2024,2022-2024,14,Belgian Grand Prix,Alpine,OCO,GAS,GAS-OCO,23.504,30.0
2024,2022-2024,14,Belgian Grand Prix,Aston Martin,ALO,STR,ALO-STR,23.116,13.0
2024,2022-2024,14,Belgian Grand Prix,Aston Martin,STR,ALO,ALO-STR,22.884,12.0
2024,2022-2024,14,Belgian Grand Prix,Ferrari,LEC,SAI,LEC-SAI,23.377,12.0
2024,2022-2024,14,Belgian Grand Prix,Ferrari,LEC,SAI,LEC-SAI,23.394,25.0
2024,2022-2024,14,Belgian Grand Prix,Ferrari,SAI,LEC,LEC-SAI,22.916,20.0
2024,2022-2024,14,Belgian Grand Prix,Ferrari,SAI,LEC,LEC-SAI,23.028,28.0
2024,2022-2024,14,Belgian Grand Prix,Haas F1 Team,HUL,MAG,HUL-MAG,23.557,7.0
2024,2022-2024,14,Belgian Grand Prix,Haas F1 Team,HUL,MAG,HUL-MAG,23.339,20.0
2024,2022-2024,14,Belgian Grand Prix,Haas F1 Team,MAG,HUL,HUL-MAG,23.58,17.0
2024,2022-2024,14,Belgian Grand Prix,Kick Sauber,BOT,ZHO,BOT-ZHO,23.196,11.0
2024,2022-2024,14,Belgian Grand Prix,Kick Sauber,BOT,ZHO,BOT-ZHO,23.076,35.0
2024,2022-2024,14,Belgian Grand Prix,McLaren,NOR,PIA,NOR-PIA,22.747,15.0
2024,2022-2024,14,Belgian Grand Prix,McLaren,NOR,PIA,NOR-PIA,22.613,29.0
2024,2022-2024,14,Belgian Grand Prix,McLaren,PIA,NOR,NOR-PIA,22.684,11.0
2024,2022-2024,14,Belgian Grand Prix,McLaren,PIA,NOR,NOR-PIA,24.244,30.0
2024,2022-2024,14,Belgian Grand Prix,Mercedes,HAM,RUS,HAM-RUS,23.198,11.0
2024,2022-2024,14,Belgian Grand Prix,Mercedes,HAM,RUS,HAM-RUS,22.665,26.0
2024,2022-2024,14,Belgian Grand Prix,Mercedes,RUS,HAM,HAM-RUS,22.684,10.0
2024,2022-2024,14,Belgian Grand Prix,RB,RIC,TSU,RIC-TSU,22.657,8.0
2024,2022-2024,14,Belgian Grand Prix,RB,RIC,TSU,RIC-TSU,22.231,21.0
2024,2022-2024,14,Belgian Grand Prix,RB,TSU,RIC,RIC-TSU,23.423,15.0
2024,2022-2024,14,Belgian Grand Prix,Red Bull Racing,PER,VER,PER-VER,22.637,11.0
2024,2022-2024,14,Belgian Grand Prix,Red Bull Racing,PER,VER,PER-VER,22.552,21.0
2024,2022-2024,14,Belgian Grand Prix,Red Bull Racing,PER,VER,PER-VER,22.716,42.0
2024,2022-2024,14,Belgian Grand Prix,Red Bull Racing,VER,PER,PER-VER,23.137,10.0
2024,2022-2024,14,Belgian Grand Prix,Red Bull Racing,VER,PER,PER-VER,22.928,28.0
2024,2022-2024,14,Belgian Grand Prix,Williams,ALB,SAR,ALB-SAR,23.493,8.0
2024,2022-2024,14,Belgian Grand Prix,Williams,ALB,SAR,ALB-SAR,22.88,23.0
2024,2022-2024,14,Belgian Grand Prix,Williams,SAR,ALB,ALB-SAR,23.267,8.0
2024,2022-2024,14,Belgian Grand Prix,Williams,SAR,ALB,ALB-SAR,23.574,24.0
2024,2022-2024,15,Dutch Grand Prix,Alpine,GAS,OCO,GAS-OCO,22.581,32.0
2024,2022-2024,15,Dutch Grand Prix,Alpine,OCO,GAS,GAS-OCO,21.033,30.0
2024,2022-2024,15,Dutch Grand Prix,Aston Martin,ALO,STR,ALO-STR,21.279,31.0
2024,2022-2024,15,Dutch Grand Prix,Aston Martin,STR,ALO,ALO-STR,21.642,30.0
2024,2022-2024,15,Dutch Grand Prix,Ferrari,LEC,SAI,LEC-SAI,20.821,24.0
2024,2022-2024,15,Dutch Grand Prix,Ferrari,SAI,LEC,LEC-SAI,20.686,30.0
2024,2022-2024,15,Dutch Grand Prix,Haas F1 Team,HUL,MAG,HUL-MAG,21.731,14.0
2024,2022-2024,15,Dutch Grand Prix,Haas F1 Team,MAG,HUL,HUL-MAG,21.391,40.0
2024,2022-2024,15,Dutch Grand Prix,Kick Sauber,BOT,ZHO,BOT-ZHO,20.739,15.0
2024,2022-2024,15,Dutch Grand Prix,Kick Sauber,BOT,ZHO,BOT-ZHO,21.156,43.0
2024,2022-2024,15,Dutch Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,21.17,18.0
2024,2022-2024,15,Dutch Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,22.026,51.0
2024,2022-2024,15,Dutch Grand Prix,McLaren,NOR,PIA,NOR-PIA,21.52,28.0
2024,2022-2024,15,Dutch Grand Prix,McLaren,PIA,NOR,NOR-PIA,21.079,33.0
2024,2022-2024,15,Dutch Grand Prix,Mercedes,HAM,RUS,HAM-RUS,21.146,23.0
2024,2022-2024,15,Dutch Grand Prix,Mercedes,HAM,RUS,HAM-RUS,21.091,48.0
2024,2022-2024,15,Dutch Grand Prix,Mercedes,RUS,HAM,HAM-RUS,21.656,25.0
2024,2022-2024,15,Dutch Grand Prix,Mercedes,RUS,HAM,HAM-RUS,21.055,54.0
2024,2022-2024,15,Dutch Grand Prix,RB,RIC,TSU,RIC-TSU,20.706,29.0
2024,2022-2024,15,Dutch Grand Prix,RB,TSU,RIC,RIC-TSU,21.192,14.0
2024,2022-2024,15,Dutch Grand Prix,RB,TSU,RIC,RIC-TSU,20.916,32.0
2024,2022-2024,15,Dutch Grand Prix,Red Bull Racing,PER,VER,PER-VER,22.992,29.0
2024,2022-2024,15,Dutch Grand Prix,Red Bull Racing,VER,PER,PER-VER,20.749,27.0
2024,2022-2024,15,Dutch Grand Prix,Williams,ALB,SAR,ALB-SAR,21.282,12.0
2024,2022-2024,15,Dutch Grand Prix,Williams,ALB,SAR,ALB-SAR,20.949,54.0
2024,2022-2024,15,Dutch Grand Prix,Williams,SAR,ALB,ALB-SAR,22.098,22.0
2024,2022-2024,16,Italian Grand Prix,Alpine,GAS,OCO,GAS-OCO,24.419,10.0
2024,2022-2024,16,Italian Grand Prix,Alpine,GAS,OCO,GAS-OCO,24.182,30.0
2024,2022-2024,16,Italian Grand Prix,Alpine,OCO,GAS,GAS-OCO,24.194,31.0
2024,2022-2024,16,Italian Grand Prix,Aston Martin,ALO,STR,ALO-STR,24.875,12.0
2024,2022-2024,16,Italian Grand Prix,Aston Martin,ALO,STR,ALO-STR,24.561,35.0
2024,2022-2024,16,Italian Grand Prix,Aston Martin,STR,ALO,ALO-STR,25.055,19.0
2024,2022-2024,16,Italian Grand Prix,Aston Martin,STR,ALO,ALO-STR,24.3,36.0
2024,2022-2024,16,Italian Grand Prix,Aston Martin,STR,ALO,ALO-STR,25.232,50.0
2024,2022-2024,16,Italian Grand Prix,Ferrari,LEC,SAI,LEC-SAI,24.419,15.0
2024,2022-2024,16,Italian Grand Prix,Ferrari,SAI,LEC,LEC-SAI,24.316,19.0
2024,2022-2024,16,Italian Grand Prix,Haas F1 Team,HUL,MAG,HUL-MAG,38.845,5.0
2024,2022-2024,16,Italian Grand Prix,Haas F1 Team,HUL,MAG,HUL-MAG,36.564,32.0
2024,2022-2024,16,Italian Grand Prix,Haas F1 Team,MAG,HUL,HUL-MAG,25.669,14.0
2024,2022-2024,16,Italian Grand Prix,Kick Sauber,BOT,ZHO,BOT-ZHO,24.475,33.0
2024,2022-2024,16,Italian Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,27.245,15.0
2024,2022-2024,16,Italian Grand Prix,McLaren,NOR,PIA,NOR-PIA,24.172,14.0
2024,2022-2024,16,Italian Grand Prix,McLaren,NOR,PIA,NOR-PIA,24.864,32.0
2024,2022-2024,16,Italian Grand Prix,McLaren,PIA,NOR,NOR-PIA,23.763,16.0
2024,2022-2024,16,Italian Grand Prix,McLaren,PIA,NOR,NOR-PIA,24.777,38.0
2024,2022-2024,16,Italian Grand Prix,Mercedes,HAM,RUS,HAM-RUS,24.789,15.0
2024,2022-2024,16,Italian Grand Prix,Mercedes,HAM,RUS,HAM-RUS,24.154,37.0
2024,2022-2024,16,Italian Grand Prix,Mercedes,RUS,HAM,HAM-RUS,32.727,11.0
2024,2022-2024,16,Italian Grand Prix,Mercedes,RUS,HAM,HAM-RUS,26.309,33.0
2024,2022-2024,16,Italian Grand Prix,RB,RIC,TSU,RIC-TSU,30.393,11.0
2024,2022-2024,16,Italian Grand Prix,Red Bull Racing,PER,VER,PER-VER,24.602,23.0
2024,2022-2024,16,Italian Grand Prix,Red Bull Racing,PER,VER,PER-VER,24.009,35.0
2024,2022-2024,16,Italian Grand Prix,Red Bull Racing,VER,PER,PER-VER,28.085,22.0
2024,2022-2024,16,Italian Grand Prix,Red Bull Racing,VER,PER,PER-VER,23.951999999999998,41.0
2024,2022-2024,16,Italian Grand Prix,Williams,ALB,COL,ALB-COL,24.8,17.0
2024,2022-2024,16,Italian Grand Prix,Williams,COL,ALB,ALB-COL,25.187,16.0
2024,2022-2024,17,Azerbaijan Grand Prix,Alpine,GAS,OCO,GAS-OCO,20.213,50.0
2024,2022-2024,17,Azerbaijan Grand Prix,Alpine,OCO,GAS,GAS-OCO,20.62,49.0
2024,2022-2024,17,Azerbaijan Grand Prix,Aston Martin,ALO,STR,ALO-STR,20.117,11.0
2024,2022-2024,17,Azerbaijan Grand Prix,Aston Martin,STR,ALO,ALO-STR,21.19,1.0
2024,2022-2024,17,Azerbaijan Grand Prix,Aston Martin,STR,ALO,ALO-STR,20.157,22.0
2024,2022-2024,17,Azerbaijan Grand Prix,Ferrari,LEC,SAI,LEC-SAI,20.867,16.0
2024,2022-2024,17,Azerbaijan Grand Prix,Ferrari,SAI,LEC,LEC-SAI,21.578,17.0
2024,2022-2024,17,Azerbaijan Grand Prix,Haas F1 Team,BEA,HUL,BEA-HUL,21.099,14.0
2024,2022-2024,17,Azerbaijan Grand Prix,Haas F1 Team,HUL,BEA,BEA-HUL,21.649,15.0
2024,2022-2024,17,Azerbaijan Grand Prix,Kick Sauber,BOT,ZHO,BOT-ZHO,20.082,11.0
2024,2022-2024,17,Azerbaijan Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,20.46,34.0
2024,2022-2024,17,Azerbaijan Grand Prix,McLaren,NOR,PIA,NOR-PIA,19.535,37.0
2024,2022-2024,17,Azerbaijan Grand Prix,McLaren,PIA,NOR,NOR-PIA,20.176,15.0
2024,2022-2024,17,Azerbaijan Grand Prix,Mercedes,HAM,RUS,HAM-RUS,21.302,12.0
2024,2022-2024,17,Azerbaijan Grand Prix,Mercedes,RUS,HAM,HAM-RUS,20.085,12.0
2024,2022-2024,17,Azerbaijan Grand Prix,RB,RIC,TSU,RIC-TSU,22.06,49.0
2024,2022-2024,17,Azerbaijan Grand Prix,RB,TSU,RIC,RIC-TSU,20.969,12.0
2024,2022-2024,17,Azerbaijan Grand Prix,Red Bull Racing,PER,VER,PER-VER,20.496,13.0
2024,2022-2024,17,Azerbaijan Grand Prix,Red Bull Racing,VER,PER,PER-VER,21.047,12.0
2024,2022-2024,17,Azerbaijan Grand Prix,Red Bull Racing,VER,PER,PER-VER,20.665,49.0
2024,2022-2024,17,Azerbaijan Grand Prix,Williams,ALB,COL,ALB-COL,20.333,31.0
2024,2022-2024,17,Azerbaijan Grand Prix,Williams,COL,ALB,ALB-COL,20.495,10.0
2024,2022-2024,18,Singapore Grand Prix,Alpine,GAS,OCO,GAS-OCO,31.669,37.0
2024,2022-2024,18,Singapore Grand Prix,Alpine,OCO,GAS,GAS-OCO,29.677,29.0
2024,2022-2024,18,Singapore Grand Prix,Aston Martin,ALO,STR,ALO-STR,29.682,25.0
2024,2022-2024,18,Singapore Grand Prix,Aston Martin,STR,ALO,ALO-STR,29.729,26.0
2024,2022-2024,18,Singapore Grand Prix,Ferrari,LEC,SAI,LEC-SAI,29.115,36.0
2024,2022-2024,18,Singapore Grand Prix,Ferrari,SAI,LEC,LEC-SAI,29.389,13.0
2024,2022-2024,18,Singapore Grand Prix,Haas F1 Team,HUL,MAG,HUL-MAG,29.661,29.0
2024,2022-2024,18,Singapore Grand Prix,Haas F1 Team,MAG,HUL,HUL-MAG,29.532,28.0
2024,2022-2024,18,Singapore Grand Prix,Haas F1 Team,MAG,HUL,HUL-MAG,31.156,49.0
2024,2022-2024,18,Singapore Grand Prix,Kick Sauber,BOT,ZHO,BOT-ZHO,30.611,33.0
2024,2022-2024,18,Singapore Grand Prix,Kick Sauber,ZHO,BOT,BOT-ZHO,29.552,34.0
2024,2022-2024,18,Singapore Grand Prix,McLaren,NOR,PIA,NOR-PIA,28.984,30.0
2024,2022-2024,18,Singapore Grand Prix,McLaren,PIA,NOR,NOR-PIA,29.1,38.0
2024,2022-2024,18,Singapore Grand Prix,Mercedes,HAM,RUS,HAM-RUS,29.278,17.0
2024,2022-2024,18,Singapore Grand Prix,Mercedes,RUS,HAM,HAM-RUS,28.713,27.0
2024,2022-2024,18,Singapore Grand Prix,RB,RIC,TSU,RIC-TSU,30.365,10.0
2024,2022-2024,18,Singapore Grand Prix,RB,RIC,TSU,RIC-TSU,29.168,46.0
2024,2022-2024,18,Singapore Grand Prix,RB,RIC,TSU,RIC-TSU,29.675,58.0
2024,2022-2024,18,Singapore Grand Prix,RB,TSU,RIC,RIC-TSU,29.8,33.0
2024,2022-2024,18,Singapore Grand Prix,Red Bull Racing,PER,VER,PER-VER,29.077,28.0
2024,2022-2024,18,Singapore Grand Prix,Red Bull Racing,VER,PER,PER-VER,29.681,29.0
2024,2022-2024,18,Singapore Grand Prix,Williams,ALB,COL,ALB-COL,29.116,11.0
2024,2022-2024,18,Singapore Grand Prix,Williams,COL,ALB,ALB-COL,29.954,29.0
2024,2022-2024,19,United States Grand Prix,Alpine,GAS,OCO,GAS-OCO,28.191,18.0
2024,2022-2024,19,United States Grand Prix,Alpine,OCO,GAS,GAS-OCO,24.078,31.0
2024,2022-2024,19,United States Grand Prix,Alpine,OCO,GAS,GAS-OCO,26.188,51.0
2024,2022-2024,19,United States Grand Prix,Aston Martin,ALO,STR,ALO-STR,24.327,26.0
2024,2022-2024,19,United States Grand Prix,Aston Martin,STR,ALO,ALO-STR,26.493,27.0
2024,2022-2024,19,United States Grand Prix,Ferrari,LEC,SAI,LEC-SAI,23.87,26.0
2024,2022-2024,19,United States Grand Prix,Ferrari,SAI,LEC,LEC-SAI,24.023,21.0
2024,2022-2024,19,United States Grand Prix,Haas F1 Team,HUL,MAG,HUL-MAG,24.218,27.0
2024,2022-2024,19,United States Grand Prix,Haas F1 Team,MAG,HUL,HUL-MAG,24.034,17.0
